abstention_correct,answer_correct,answer_line_valid,answerable,context_length_label,domain,error_type,evidence_correct,execution_order_index,generated_tokens_count,generated_tokens_per_second,generation_latency_seconds,gold_answer,gold_answer_normalized,gold_evidence_display_ids,gold_evidence_ids,grading_rule_used,hallucination,input_tokens,instance_id,matched_context_record,matched_context_value,matched_distractor_type,needs_semantic_review,normalized_gold_answer,normalized_model_answer,parse_failure_reason,parsed_answer,parsed_selected_evidence,peak_allocated_vram_bytes,peak_reserved_vram_bytes,question,question_family_id,question_type,raw_output_text,review_reason,manual_adjudication,original_answer_correct,original_hallucination,original_error_type,final_answer_correct,final_hallucination,final_error_type,adjudication_method,adjudication_reason
True,False,True,True,32K,SEC,UNSUPPORTED_VALUE,,52,8,2.822307490472122,2.8345600282773376,27.84%,27.84,"['R06322807EE', 'R76E085F168']","['SEC-0000320193-OperatingIncomeLoss-USD-CY2016-0000320193-18-000145-107a0986', 'SEC-0000320193-Revenues-USD-CY2016-0000320193-18-000145-d7aab193']",answer_not_matched_to_context_value,True,32704,SEC_0010_32K,,,,False,27.84,12.3,,12.30,,12617964032,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate Apple Inc.'s (CIK 0000320193) operating margin for the annual XBRL frame CY2016. Divide us-gaap:OperatingIncomeLoss by Revenues for that same company and frame, both in USD, multiply by 100, and round to two decimal places.",SEC_0010,RETRIEVAL_CALCULATION,ANSWER: 12.30,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,4K,FDA,CORRECT,,53,7,23.498311241318792,0.2978937476873398,40MG,40MG,['R879DA27DB9'],['FDA-ANDA091352-003-strength-OMEPRAZOLE-0-2a6b2002'],answer_only_exact_match,False,4268,FDA_0006_4K,"{'canonical_record_id': 'FDA-ANDA091352-003-strength-OMEPRAZOLE-0-2a6b2002', 'display_id': 'R879DA27DB9', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '40MG'}",40MG,,False,40mg,40mg,,40MG,,7243346432,24538775552,"Using only the Drugs@FDA records supplied in the context, what is the listed strength of OMEPRAZOLE in product number 003 under FDA application ANDA091352 (dosage form CAPSULE, DELAYED REL PELLETS, route ORAL)? Report the strength string exactly as recorded.",FDA_0006,ENTITY_UNIT_BINDING,ANSWER: 40MG,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,16K,FDA,CORRECT,,54,6,5.082331838051931,1.180560457520187,2,2.0,"['R2CEE60A0A9', 'R8D2B7063AB']","['FDA-ANDA205695-001-product-dosage-form-4f3d7427', 'FDA-ANDA205695-002-product-dosage-form-75631b38']",answer_only_exact_match,False,16438,FDA_0010_16K,,,,False,2,2,,2,,9540670976,24538775552,"Using only the Drugs@FDA records supplied in the context, how many distinct product entries are listed under FDA application ANDA205695 (sponsor: ANBISON LAB)? Count the products belonging to that application number only, and answer with an integer.",FDA_0010,RETRIEVAL_CALCULATION,ANSWER: 2,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,4K,FRED,CORRECT,,55,9,27.468726255679545,0.32764533441513777,"149,952",149952.0,['RE223301F8A'],['FRED-PAYNSA-2020-03-01-latest-01e51bbe'],answer_only_exact_match,False,4288,FRED_0006_4K,"{'canonical_record_id': 'FRED-PAYNSA-2020-03-01-latest-01e51bbe', 'display_id': 'RE223301F8A', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '149952.0'}",149952.0,,False,149952.0,149952.0,,149952.0,,7246510592,24538775552,"Using only the FRED records supplied in the context, report the value of FRED series PAYNSA (""All Employees, Total Nonfarm""), measured in Thousands of Persons, not seasonally adjusted, monthly frequency for United States on the observation dated 2020-03-01. Report the value for series PAYNSA exactly.",FRED_0006,ENTITY_UNIT_BINDING,ANSWER: 149952.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,8K,SEC,UNSUPPORTED_VALUE,,56,8,13.31363149680406,0.6008878946304321,20.68%,20.68,"['R16E78A33FF', 'R6CAD9B6C1D']","['SEC-0000021344-OperatingIncomeLoss-USD-CY2016-0000021344-19-000039-4f858bb1', 'SEC-0000021344-Revenues-USD-CY2016-0000021344-19-000039-dcf26950']",answer_not_matched_to_context_value,True,8388,SEC_0012_8K,,,,False,20.68,11.3,,11.30,,8019544576,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate COCA COLA CO's (CIK 0000021344) operating margin for the annual XBRL frame CY2016. Divide us-gaap:OperatingIncomeLoss by Revenues for that same company and frame, both in USD, multiply by 100, and round to two decimal places.",SEC_0012,RETRIEVAL_CALCULATION,ANSWER: 11.30,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,64K,SEC,UNSUPPORTED_VALUE,,57,8,1.0214918961478716,7.83168229740113,79.70%,79.7,"['R884C5EA5EC', 'R632A487479']","['SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2022-0000078003-25-000054-fa42f8ee', 'SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2021-0000078003-24-000039-1c983e4e']",answer_not_matched_to_context_value,True,65250,SEC_0013_64K,,,,False,79.7,-11.11,,-11.11,,18769593856,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate the year-over-year percentage change in PFIZER INC's (CIK 0000078003) reported us-gaap:IncomeTaxExpenseBenefit from annual XBRL frame CY2021 to annual XBRL frame CY2022, both in USD. Use ((current - previous) / previous) * 100 and round to two decimal places.",SEC_0013,RETRIEVAL_CALCULATION,ANSWER: -11.11,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,16K,FRED,WRONG_VERSION,,58,8,6.62145524593234,1.2081936225295067,256.192,256.192,['RC7F25391A0'],['FRED-CPIAUCSL-2020-04-01-2021-04-29-84ebc6c4'],answer_matches_context_distractor_value,False,16427,FRED_0018_16K,"{'canonical_record_id': 'FRED-CPIAUCSL-2020-04-01-2022-06-29-71ca12bb', 'display_id': 'R40CA1BE887', 'distractor_type': 'WRONG_VERSION', 'is_gold_or_equivalent': False, 'record_value': '256.094'}",256.094,WRONG_VERSION,False,256.192,256.094,,256.094,,9538593280,24538775552,"Using only the FRED/ALFRED records supplied in the context, what value did FRED series CPIAUCSL (""Consumer Price Index for All Urban Consumers: All Items in U.S. City Average""), measured in Index 1982-1984=100, seasonally adjusted, monthly frequency show for the observation dated 2020-04-01 **as of the vintage date 2021-04-29**? Report the value from that vintage exactly.",FRED_0018,TEMPORAL_VERSION,ANSWER: 256.094,,False,False,False,WRONG_VERSION,False,False,WRONG_VERSION,,
True,True,True,True,4K,FRED,CORRECT,,59,8,25.85089179349126,0.30946708004921675,3.700,3.7,['R75234B9BCB'],['FRED-UNRATE-2023-05-01-2023-09-28-d4e57b23'],answer_only_exact_match,False,4241,FRED_0019_4K,"{'canonical_record_id': 'FRED-ILUR-2019-10-01-latest-ea5ddd14', 'display_id': 'REA449DC8AD', 'distractor_type': 'NEAR_MATCH_VALUE', 'is_gold_or_equivalent': False, 'record_value': '3.7'}",3.7,NEAR_MATCH_VALUE,False,3.7,3.7,,3.7,,7237727232,24538775552,"Using only the FRED/ALFRED records supplied in the context, what value did FRED series UNRATE (""Unemployment Rate""), measured in Percent, seasonally adjusted, monthly frequency show for the observation dated 2023-05-01 **as of the vintage date 2023-09-28**? Report the value from that vintage exactly.",FRED_0019,TEMPORAL_VERSION,ANSWER: 3.7,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,8K,FDA,CORRECT,,60,11,17.330378695673716,0.6347235795110464,2013-12-30,2013-12-30,['RAE3543605D'],['FDA-ANDA091431-submission-ORIG-1-7b0a53ff'],answer_only_exact_match,False,8268,FDA_0020_8K,"{'canonical_record_id': 'FDA-NDA020829-submission-SUPPL-66-b977cdde', 'display_id': 'RFD1EAB5439', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': '2013-12-30'}",2013-12-30,WRONG_ENTITY,False,2013-12-30,2013-12-30,,2013-12-30,,7996869120,24538775552,"Using only the Drugs@FDA records supplied in the context, what is the submission status date of the ORIGINAL submission (submission type ORIG) for FDA application ANDA091431 (sponsor: HERITAGE)? Answer in YYYY-MM-DD form.",FDA_0020,TEMPORAL_VERSION,ANSWER: 2013-12-30,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,False,16K,FRED,CORRECT,,61,10,8.063202950082253,1.2402019472792745,,INSUFFICIENT_EVIDENCE,[],[],answer_only_exact_match,False,16410,FRED_0023_16K,,,,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,9535380992,24538775552,"Using only the FRED records supplied in the context, what value does FRED report for FRED series CPIAUCSL (""Consumer Price Index for All Urban Consumers: All Items in U.S. City Average""), measured in Index 1982-1984=100, seasonally adjusted, monthly frequency, for the observation dated 2025-10-01?",FRED_0023,UNANSWERABLE,ANSWER: INSUFFICIENT_EVIDENCE,,False,True,False,CORRECT,True,False,CORRECT,,
False,False,True,False,32K,FDA,FAILED_TO_ABSTAIN,,62,6,2.162257164848982,2.7748780753463507,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,32598,FDA_0025_32K,"{'canonical_record_id': 'FDA-ANDA205187-002-product-route-2a4538fb', 'display_id': 'R773E17FD26', 'distractor_type': 'OTHER_SAME_DOMAIN', 'is_gold_or_equivalent': False, 'record_value': 'ORAL'}",ORAL,OTHER_SAME_DOMAIN,False,INSUFFICIENT_EVIDENCE,oral,,ORAL,,12594265600,24538775552,"Using only the Drugs@FDA records supplied in the context, what is the route of administration for product number 002 under FDA application ANDA216516 (brand name ""SITAGLIPTIN AND METFORMIN HYDROCHLORIDE"")?",FDA_0025,UNANSWERABLE,ANSWER: ORAL,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
False,False,True,False,64K,FRED,FAILED_TO_ABSTAIN,,63,8,1.0286857453094018,7.776913441717625,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,64917,FRED_0022_64K,"{'canonical_record_id': 'FRED-ILUR-1998-02-01-latest-28b40fee', 'display_id': 'R8F0EA22770', 'distractor_type': 'WRONG_PERIOD', 'is_gold_or_equivalent': False, 'record_value': '4.7'}",4.7,WRONG_PERIOD,False,INSUFFICIENT_EVIDENCE,4.7,,4.7,,18701264384,24538775552,"Using only the FRED records supplied in the context, what value does FRED report for FRED series ILUR (""Unemployment Rate""), measured in Percent, seasonally adjusted, monthly frequency, for the observation dated 2025-10-01?",FRED_0022,UNANSWERABLE,ANSWER: 4.7,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
True,True,True,True,64K,FDA,CORRECT,,64,6,0.7755145396654892,7.736798851750791,2,2.0,"['R2CEE60A0A9', 'R8D2B7063AB']","['FDA-ANDA205695-001-product-dosage-form-4f3d7427', 'FDA-ANDA205695-002-product-dosage-form-75631b38']",answer_only_exact_match,False,65064,FDA_0010_64K,,,,False,2,2,,2,,18729040384,24538775552,"Using only the Drugs@FDA records supplied in the context, how many distinct product entries are listed under FDA application ANDA205695 (sponsor: ANBISON LAB)? Count the products belonging to that application number only, and answer with an integer.",FDA_0010,RETRIEVAL_CALCULATION,ANSWER: 2,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,16K,SEC,WRONG_ENTITY,,65,11,8.781926467146128,1.2525725467130542,"-15,999,000,000",-15999000000.0,['RDA0BE3F7B6'],['SEC-0000078003-NetCashProvidedByUsedInF-USD-CY2012-0000078003-15-000014-5a37c69c'],answer_matches_context_distractor_value,False,16481,SEC_0008_16K,"{'canonical_record_id': 'SEC-0000789019-NetCashProvidedByUsedInF-USD-CY2012-0001193125-13-310206-fda2970b', 'display_id': 'R6AB308EBBA', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': '-9408000000.0'}",-9408000000.0,WRONG_ENTITY,False,-15999000000.0,-9408000000.0,,-9408000000.0,,9548797440,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for us-gaap:NetCashProvidedByUsedInFinancingActivities for the annual XBRL frame CY2012, in USD? Report the exact value for that filer.",SEC_0008,ENTITY_UNIT_BINDING,ANSWER: -9408000000.0,,False,False,False,WRONG_ENTITY,False,False,WRONG_ENTITY,,
True,True,True,True,4K,FRED,CORRECT,,66,8,25.687126497104007,0.3114400515332818,0.20,0.2,"['R75737FED94', 'R341AE87A95']","['FRED-UNRATE-2016-10-01-latest-7e2b14d4', 'FRED-UNRATENSA-2016-10-01-latest-7b5afdb3']",answer_only_exact_match,False,4289,FRED_0015_4K,,,,False,0.2,0.2,,0.2,,7246699520,24538775552,"Using only the FRED records supplied in the context, subtract the value of FRED series UNRATENSA (""Unemployment Rate""), measured in Percent, not seasonally adjusted, monthly frequency from the value of FRED series UNRATE (""Unemployment Rate""), measured in Percent, seasonally adjusted, monthly frequency, both for the observation dated 2016-10-01 and both taken from the most recent vintage. Report the difference in Percent, rounded to two decimal places.",FRED_0015,RETRIEVAL_CALCULATION,ANSWER: 0.2,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,8K,SEC,UNSUPPORTED_VALUE,,67,8,13.3777800955724,0.5980065409094095,79.70%,79.7,"['R884C5EA5EC', 'R632A487479']","['SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2022-0000078003-25-000054-fa42f8ee', 'SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2021-0000078003-24-000039-1c983e4e']",answer_not_matched_to_context_value,True,8297,SEC_0013_8K,,,,False,79.7,-21.21,,-21.21,,8002348544,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate the year-over-year percentage change in PFIZER INC's (CIK 0000078003) reported us-gaap:IncomeTaxExpenseBenefit from annual XBRL frame CY2021 to annual XBRL frame CY2022, both in USD. Use ((current - previous) / previous) * 100 and round to two decimal places.",SEC_0013,RETRIEVAL_CALCULATION,ANSWER: -21.21,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,8K,FRED,UNSUPPORTED_VALUE,,68,8,13.413053455979876,0.5964339161291718,0.00%,0.0,"['R3E5085F05A', 'R6C077CB494']","['FRED-FEDFUNDS-2026-07-01-latest-6a874bce', 'FRED-FEDFUNDS-2026-06-01-latest-45f7e874']",answer_not_matched_to_context_value,True,8357,FRED_0016_8K,,,,False,0.0,0.03,,0.03,,8014133760,24538775552,"Using only the FRED records supplied in the context, calculate the percentage change in FRED series FEDFUNDS (""Federal Funds Effective Rate""), measured in Percent, not seasonally adjusted, monthly frequency between the observation dated 2026-06-01 and the observation dated 2026-07-01. Use both values from the most recent vintage, apply ((value_2026-07-01 - value_2026-06-01) / value_2026-06-01) * 100, and round to two decimal places.",FRED_0016,RETRIEVAL_CALCULATION,ANSWER: 0.03,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,8K,FRED,WRONG_VERSION,,69,8,13.42735092019673,0.5957988323643804,298.786,298.786,['RDD544BBD97'],['FRED-CPIAUCSL-2022-11-01-latest-8c203ccd'],answer_matches_context_distractor_value,False,8323,FRED_0003_8K,"{'canonical_record_id': 'FRED-CPIAUCSL-2022-11-01-2023-09-28-fc02f3f5', 'display_id': 'R9D97918629', 'distractor_type': 'WRONG_VERSION', 'is_gold_or_equivalent': False, 'record_value': '298.598'}",298.598,WRONG_VERSION,False,298.786,298.598,,298.598,,8007262720,24538775552,"Using only the FRED records supplied in the context, what value does the most recent vintage report for FRED series CPIAUCSL (""Consumer Price Index for All Urban Consumers: All Items in U.S. City Average""), measured in Index 1982-1984=100, seasonally adjusted, monthly frequency, for the observation dated 2022-11-01 (the month beginning 2022-11-01)? Report the currently published figure exactly.",FRED_0003,DIRECT_RETRIEVAL,ANSWER: 298.598,,False,False,False,WRONG_VERSION,False,False,WRONG_VERSION,,
True,True,True,True,32K,CLINICAL_TRIALS,CORRECT,,70,6,2.15709611047297,2.7815172309055924,226,226.0,['R3E85812DF7'],['CT-NCT02408120-enrollment-count-8faccd69'],answer_only_exact_match,False,32641,CT_0003_32K,"{'canonical_record_id': 'CT-NCT02408120-enrollment-count-8faccd69', 'display_id': 'R3E85812DF7', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '226.0'}",226.0,,False,226,226,,226,,12602392064,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what enrollment count is reported for trial NCT02408120 (""Benefits of Insulin Supplementation for Correction of Hyperglycemia in Patients With Type 2 Diabetes"")? Report the actual number of participants as an integer.",CT_0003,DIRECT_RETRIEVAL,ANSWER: 226,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,64K,SEC,CORRECT,,71,11,1.3830844187826885,7.9532383205369115,"-15,999,000,000",-15999000000.0,['RDA0BE3F7B6'],['SEC-0000078003-NetCashProvidedByUsedInF-USD-CY2012-0000078003-15-000014-5a37c69c'],answer_only_exact_match,False,65325,SEC_0008_64K,"{'canonical_record_id': 'SEC-0000078003-NetCashProvidedByUsedInF-USD-2012-01-01-2012-12-31-0000078003-13-000006-c21bd5c6', 'display_id': 'R4BDD9C8B9A', 'distractor_type': 'WRONG_PERIOD', 'is_gold_or_equivalent': False, 'record_value': '-15999000000.0'}",-15999000000.0,WRONG_PERIOD,False,-15999000000.0,-15999000000.0,,-15999000000.0,,18778359296,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for us-gaap:NetCashProvidedByUsedInFinancingActivities for the annual XBRL frame CY2012, in USD? Report the exact value for that filer.",SEC_0008,ENTITY_UNIT_BINDING,ANSWER: -15999000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,4K,SEC,WRONG_ENTITY,,72,11,31.406355754038646,0.3502475768327713,"-15,999,000,000",-15999000000.0,['RDA0BE3F7B6'],['SEC-0000078003-NetCashProvidedByUsedInF-USD-CY2012-0000078003-15-000014-5a37c69c'],answer_matches_context_distractor_value,False,4311,SEC_0008_4K,"{'canonical_record_id': 'SEC-0000789019-NetCashProvidedByUsedInF-USD-CY2012-0001193125-13-310206-fda2970b', 'display_id': 'R6AB308EBBA', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': '-9408000000.0'}",-9408000000.0,WRONG_ENTITY,False,-15999000000.0,-9408000000.0,,-9408000000.0,,7250810880,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for us-gaap:NetCashProvidedByUsedInFinancingActivities for the annual XBRL frame CY2012, in USD? Report the exact value for that filer.",SEC_0008,ENTITY_UNIT_BINDING,ANSWER: -9408000000.0,,False,False,False,WRONG_ENTITY,False,False,WRONG_ENTITY,,
True,False,True,True,16K,FRED,UNSUPPORTED_VALUE,,73,8,6.592658605070618,1.213470995426178,0.21%,0.21,"['RA2C8DBEEC0', 'RE9533D1E1E']","['FRED-WGS10YR-2026-07-31-latest-b0603637', 'FRED-WGS10YR-2026-07-24-latest-4def8320']",answer_not_matched_to_context_value,True,16443,FRED_0010_16K,,,,False,0.21,0.05,,0.05,,9541616128,24538775552,"Using only the FRED records supplied in the context, calculate the percentage change in FRED series WGS10YR (""Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity""), measured in Percent, not seasonally adjusted, weekly frequency between the observation dated 2026-07-24 and the observation dated 2026-07-31. Use both values from the most recent vintage, apply ((value_2026-07-31 - value_2026-07-24) / value_2026-07-24) * 100, and round to two decimal places.",FRED_0010,RETRIEVAL_CALCULATION,ANSWER: 0.05,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,16K,SEC,CORRECT,,74,11,8.728889601465513,1.260183196514845,"10,151,000,000",10151000000.0,['R93E3DF4118'],['SEC-0000078003-NetCashProvidedByUsedInO-USD-2016-01-01-2016-10-02-0000078003-17-000049-12a9492c'],answer_only_exact_match,False,16477,SEC_0019_16K,"{'canonical_record_id': 'SEC-0000078003-NetCashProvidedByUsedInO-USD-2016-01-01-2016-10-02-0000078003-17-000049-12a9492c', 'display_id': 'R93E3DF4118', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '10151000000.0'}",10151000000.0,,False,10151000000.0,10151000000.0,,10151000000.0,,9548041728,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for us-gaap:NetCashProvidedByUsedInOperatingActivities for the period ending 2016-10-02 in the MOST RECENTLY FILED version of that fact — accession 0000078003-17-000049, form 10-Q, filed 2017-11-09 — in USD? Report the exact value from that version.",SEC_0019,TEMPORAL_VERSION,ANSWER: 10151000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,8K,CLINICAL_TRIALS,CORRECT,,75,6,10.584036708508373,0.5668914578855038,226,226.0,['R3E85812DF7'],['CT-NCT02408120-enrollment-count-8faccd69'],answer_only_exact_match,False,8340,CT_0003_8K,"{'canonical_record_id': 'CT-NCT02408120-enrollment-count-8faccd69', 'display_id': 'R3E85812DF7', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '226.0'}",226.0,,False,226,226,,226,,8010473984,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what enrollment count is reported for trial NCT02408120 (""Benefits of Insulin Supplementation for Correction of Hyperglycemia in Patients With Type 2 Diabetes"")? Report the actual number of participants as an integer.",CT_0003,DIRECT_RETRIEVAL,ANSWER: 226,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,64K,FRED,WRONG_PERIOD,,76,8,1.0289688871951232,7.774773464538157,3.260,3.26,['R9388092F79'],['FRED-DGS10-2022-09-01-latest-ee1793fc'],answer_matches_context_distractor_value,False,64953,FRED_0007_64K,"{'canonical_record_id': 'FRED-DGS10-2022-11-17-latest-93d77a5c', 'display_id': 'R8BBC5C13E3', 'distractor_type': 'WRONG_PERIOD', 'is_gold_or_equivalent': False, 'record_value': '3.77'}",3.77,WRONG_PERIOD,False,3.26,3.77,,3.77,,18708065792,24538775552,"Using only the FRED records supplied in the context, report the value of FRED series DGS10 (""Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity""), measured in Percent, not seasonally adjusted, daily frequency for United States on the observation dated 2022-09-01. Report the value for series DGS10 exactly.",FRED_0007,ENTITY_UNIT_BINDING,ANSWER: 3.77,,False,False,False,WRONG_PERIOD,False,False,WRONG_PERIOD,,
False,False,True,False,32K,CLINICAL_TRIALS,FAILED_TO_ABSTAIN,,77,11,3.7982952346807037,2.89603606890887,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,32690,CT_0021_32K,"{'canonical_record_id': 'CT-NCT02339493-study-first-posted-date-c38697fd', 'display_id': 'RA9D366EFB3', 'distractor_type': 'WRONG_FIELD', 'is_gold_or_equivalent': False, 'record_value': '2015-01-15'}",2015-01-15,WRONG_FIELD,False,INSUFFICIENT_EVIDENCE,2015-01-15,,2015-01-15,,12613565952,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what is the date on which results were first posted for trial NCT02339493 (""Electronic Alerts for Stroke Prevention in Patients With Atrial Fibrillation or Atrial Flutter"")?",CT_0021,UNANSWERABLE,ANSWER: 2015-01-15,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
True,False,True,True,32K,SEC,UNSUPPORTED_VALUE,,78,8,2.8124178144645606,2.8445275658741593,79.70%,79.7,"['R884C5EA5EC', 'R632A487479']","['SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2022-0000078003-25-000054-fa42f8ee', 'SEC-0000078003-IncomeTaxExpenseBenefit-USD-CY2021-0000078003-24-000039-1c983e4e']",answer_not_matched_to_context_value,True,32714,SEC_0013_32K,,,,False,79.7,-33.33,,-33.33,,12619281920,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate the year-over-year percentage change in PFIZER INC's (CIK 0000078003) reported us-gaap:IncomeTaxExpenseBenefit from annual XBRL frame CY2021 to annual XBRL frame CY2022, both in USD. Use ((current - previous) / previous) * 100 and round to two decimal places.",SEC_0013,RETRIEVAL_CALCULATION,ANSWER: -33.33,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,32K,FDA,CORRECT,,79,6,2.1616499075427362,2.775657602585852,TABLET,TABLET,['R33016BA5E7'],['FDA-ANDA080353-001-product-dosage-form-32e8d29a'],answer_only_exact_match,False,32608,FDA_0002_32K,"{'canonical_record_id': 'FDA-ANDA076593-002-product-dosage-form-66043a0a', 'display_id': 'R9EBF8995F2', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': 'TABLET'}",TABLET,WRONG_ENTITY,False,tablet,tablet,,TABLET,,12600349184,24538775552,"Using only the Drugs@FDA records supplied in the context, what DOSAGE FORM is listed for product number 001 under FDA application ANDA080353 (brand name ""PREDNISONE"", active ingredient PREDNISONE)? Answer with the dosage form exactly as recorded.",FDA_0002,DIRECT_RETRIEVAL,ANSWER: TABLET,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,32K,CLINICAL_TRIALS,CORRECT,,80,7,2.4903797675481756,2.8108162824064493,EXPERIMENTAL,EXPERIMENTAL,['R3B3A2C955C'],['CT-NCT04089865-arm-type-Oral-Tranexamic-Acid-TXA-0-b38e9f5b'],answer_only_exact_match,False,32741,CT_0008_32K,"{'canonical_record_id': 'CT-NCT01059825-arm-type-Ertugliflozin-25-mg-4-0900d15e', 'display_id': 'R2053846715', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': 'EXPERIMENTAL'}",EXPERIMENTAL,WRONG_ENTITY,False,experimental,experimental,,EXPERIMENTAL,,12622835200,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what is the arm-group TYPE of the arm labelled ""Oral Tranexamic Acid (TXA)"" in trial NCT04089865 (""Oral Versus Intravenous Tranexamic Acid"")? Answer with the ClinicalTrials.gov arm type value (for example EXPERIMENTAL, ACTIVE_COMPARATOR, PLACEBO_COMPARATOR, SHAM_COMPARATOR, NO_INTERVENTION or OTHER).",CT_0008,ENTITY_UNIT_BINDING,ANSWER: EXPERIMENTAL,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,False,4K,SEC,CORRECT,,81,10,29.68635307335788,0.3368551190942526,,INSUFFICIENT_EVIDENCE,[],[],answer_only_exact_match,False,4281,SEC_0024_4K,,,,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,7245202432,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for the us-gaap concept ""OperatingExpenses"" (Operating Expenses) for the annual XBRL frame CY2023?",SEC_0024,UNANSWERABLE,ANSWER: INSUFFICIENT_EVIDENCE,,False,True,False,CORRECT,True,False,CORRECT,,
