instance_id,question_family_id,domain,question_type,context_length_label,context_tokens_actual,rendered_input_tokens_actual,prompt_overhead_tokens,generation_tokens_reserved,model_context_limit,remaining_context_margin,near_model_maximum,prompt_version,prompt_hash
SEC_0101_4K,SEC_0101,SEC,ENTITY_UNIT_BINDING,4K,3966,4206,240,128,131072,77594,False,llama_chat_v4,5d2869822989e19b
SEC_0101_8K,SEC_0101,SEC,ENTITY_UNIT_BINDING,8K,8101,8341,240,128,131072,73459,False,llama_chat_v4,5d2869822989e19b
SEC_0101_16K,SEC_0101,SEC,ENTITY_UNIT_BINDING,16K,16206,16446,240,128,131072,65354,False,llama_chat_v4,5d2869822989e19b
SEC_0101_32K,SEC_0101,SEC,ENTITY_UNIT_BINDING,32K,32524,32764,240,128,131072,49036,False,llama_chat_v4,5d2869822989e19b
SEC_0101_64K,SEC_0101,SEC,ENTITY_UNIT_BINDING,64K,65004,65244,240,128,131072,16556,False,llama_chat_v4,5d2869822989e19b
SEC_0101_82K,SEC_0101,SEC,ENTITY_UNIT_BINDING,82K,81484,81724,240,128,131072,76,True,llama_chat_v4,5d2869822989e19b
SEC_0102_4K,SEC_0102,SEC,ENTITY_UNIT_BINDING,4K,4014,4253,239,128,131072,77547,False,llama_chat_v4,5d2869822989e19b
SEC_0102_8K,SEC_0102,SEC,ENTITY_UNIT_BINDING,8K,8030,8269,239,128,131072,73531,False,llama_chat_v4,5d2869822989e19b
SEC_0102_16K,SEC_0102,SEC,ENTITY_UNIT_BINDING,16K,16214,16453,239,128,131072,65347,False,llama_chat_v4,5d2869822989e19b
SEC_0102_32K,SEC_0102,SEC,ENTITY_UNIT_BINDING,32K,32471,32710,239,128,131072,49090,False,llama_chat_v4,5d2869822989e19b
SEC_0102_64K,SEC_0102,SEC,ENTITY_UNIT_BINDING,64K,64985,65224,239,128,131072,16576,False,llama_chat_v4,5d2869822989e19b
SEC_0102_82K,SEC_0102,SEC,ENTITY_UNIT_BINDING,82K,81436,81675,239,128,131072,125,True,llama_chat_v4,5d2869822989e19b
SEC_0103_4K,SEC_0103,SEC,ENTITY_UNIT_BINDING,4K,4061,4301,240,128,131072,77499,False,llama_chat_v4,5d2869822989e19b
SEC_0103_8K,SEC_0103,SEC,ENTITY_UNIT_BINDING,8K,8134,8374,240,128,131072,73426,False,llama_chat_v4,5d2869822989e19b
SEC_0103_16K,SEC_0103,SEC,ENTITY_UNIT_BINDING,16K,16267,16507,240,128,131072,65293,False,llama_chat_v4,5d2869822989e19b
SEC_0103_32K,SEC_0103,SEC,ENTITY_UNIT_BINDING,32K,32534,32774,240,128,131072,49026,False,llama_chat_v4,5d2869822989e19b
SEC_0103_64K,SEC_0103,SEC,ENTITY_UNIT_BINDING,64K,65036,65276,240,128,131072,16524,False,llama_chat_v4,5d2869822989e19b
SEC_0103_82K,SEC_0103,SEC,ENTITY_UNIT_BINDING,82K,81542,81782,240,128,131072,18,True,llama_chat_v4,5d2869822989e19b
SEC_0104_4K,SEC_0104,SEC,ENTITY_UNIT_BINDING,4K,4060,4305,245,128,131072,77495,False,llama_chat_v4,5d2869822989e19b
SEC_0104_8K,SEC_0104,SEC,ENTITY_UNIT_BINDING,8K,8039,8284,245,128,131072,73516,False,llama_chat_v4,5d2869822989e19b
SEC_0104_16K,SEC_0104,SEC,ENTITY_UNIT_BINDING,16K,16261,16506,245,128,131072,65294,False,llama_chat_v4,5d2869822989e19b
SEC_0104_32K,SEC_0104,SEC,ENTITY_UNIT_BINDING,32K,32489,32734,245,128,131072,49066,False,llama_chat_v4,5d2869822989e19b
SEC_0104_64K,SEC_0104,SEC,ENTITY_UNIT_BINDING,64K,64987,65232,245,128,131072,16568,False,llama_chat_v4,5d2869822989e19b
SEC_0104_82K,SEC_0104,SEC,ENTITY_UNIT_BINDING,82K,81536,81781,245,128,131072,19,True,llama_chat_v4,5d2869822989e19b
SEC_0105_4K,SEC_0105,SEC,ENTITY_UNIT_BINDING,4K,4009,4253,244,128,131072,77547,False,llama_chat_v4,5d2869822989e19b
SEC_0105_8K,SEC_0105,SEC,ENTITY_UNIT_BINDING,8K,8127,8371,244,128,131072,73429,False,llama_chat_v4,5d2869822989e19b
SEC_0105_16K,SEC_0105,SEC,ENTITY_UNIT_BINDING,16K,16268,16512,244,128,131072,65288,False,llama_chat_v4,5d2869822989e19b
SEC_0105_32K,SEC_0105,SEC,ENTITY_UNIT_BINDING,32K,32485,32729,244,128,131072,49071,False,llama_chat_v4,5d2869822989e19b
SEC_0105_64K,SEC_0105,SEC,ENTITY_UNIT_BINDING,64K,65031,65275,244,128,131072,16525,False,llama_chat_v4,5d2869822989e19b
SEC_0105_82K,SEC_0105,SEC,ENTITY_UNIT_BINDING,82K,81492,81736,244,128,131072,64,True,llama_chat_v4,5d2869822989e19b
SEC_0106_4K,SEC_0106,SEC,UNANSWERABLE,4K,4064,4307,243,128,131072,77493,False,llama_chat_v4,5d2869822989e19b
SEC_0106_8K,SEC_0106,SEC,UNANSWERABLE,8K,8070,8313,243,128,131072,73487,False,llama_chat_v4,5d2869822989e19b
SEC_0106_16K,SEC_0106,SEC,UNANSWERABLE,16K,16194,16437,243,128,131072,65363,False,llama_chat_v4,5d2869822989e19b
SEC_0106_32K,SEC_0106,SEC,UNANSWERABLE,32K,32428,32671,243,128,131072,49129,False,llama_chat_v4,5d2869822989e19b
SEC_0106_64K,SEC_0106,SEC,UNANSWERABLE,64K,65047,65290,243,128,131072,16510,False,llama_chat_v4,5d2869822989e19b
SEC_0106_82K,SEC_0106,SEC,UNANSWERABLE,82K,81523,81766,243,128,131072,34,True,llama_chat_v4,5d2869822989e19b
SEC_0107_4K,SEC_0107,SEC,UNANSWERABLE,4K,4017,4272,255,128,131072,77528,False,llama_chat_v4,5d2869822989e19b
SEC_0107_8K,SEC_0107,SEC,UNANSWERABLE,8K,8131,8386,255,128,131072,73414,False,llama_chat_v4,5d2869822989e19b
SEC_0107_16K,SEC_0107,SEC,UNANSWERABLE,16K,16265,16520,255,128,131072,65280,False,llama_chat_v4,5d2869822989e19b
SEC_0107_32K,SEC_0107,SEC,UNANSWERABLE,32K,32532,32787,255,128,131072,49013,False,llama_chat_v4,5d2869822989e19b
SEC_0107_64K,SEC_0107,SEC,UNANSWERABLE,64K,64986,65241,255,128,131072,16559,False,llama_chat_v4,5d2869822989e19b
SEC_0107_82K,SEC_0107,SEC,UNANSWERABLE,82K,81489,81744,255,128,131072,56,True,llama_chat_v4,5d2869822989e19b
SEC_0108_4K,SEC_0108,SEC,UNANSWERABLE,4K,3991,4232,241,128,131072,77568,False,llama_chat_v4,5d2869822989e19b
SEC_0108_8K,SEC_0108,SEC,UNANSWERABLE,8K,8069,8310,241,128,131072,73490,False,llama_chat_v4,5d2869822989e19b
SEC_0108_16K,SEC_0108,SEC,UNANSWERABLE,16K,16211,16452,241,128,131072,65348,False,llama_chat_v4,5d2869822989e19b
SEC_0108_32K,SEC_0108,SEC,UNANSWERABLE,32K,32524,32765,241,128,131072,49035,False,llama_chat_v4,5d2869822989e19b
SEC_0108_64K,SEC_0108,SEC,UNANSWERABLE,64K,65068,65309,241,128,131072,16491,False,llama_chat_v4,5d2869822989e19b
SEC_0108_82K,SEC_0108,SEC,UNANSWERABLE,82K,81489,81730,241,128,131072,70,True,llama_chat_v4,5d2869822989e19b
SEC_0109_4K,SEC_0109,SEC,UNANSWERABLE,4K,4003,4255,252,128,131072,77545,False,llama_chat_v4,5d2869822989e19b
SEC_0109_8K,SEC_0109,SEC,UNANSWERABLE,8K,8128,8380,252,128,131072,73420,False,llama_chat_v4,5d2869822989e19b
SEC_0109_16K,SEC_0109,SEC,UNANSWERABLE,16K,16265,16517,252,128,131072,65283,False,llama_chat_v4,5d2869822989e19b
SEC_0109_32K,SEC_0109,SEC,UNANSWERABLE,32K,32451,32703,252,128,131072,49097,False,llama_chat_v4,5d2869822989e19b
SEC_0109_64K,SEC_0109,SEC,UNANSWERABLE,64K,65000,65252,252,128,131072,16548,False,llama_chat_v4,5d2869822989e19b
SEC_0109_82K,SEC_0109,SEC,UNANSWERABLE,82K,81429,81681,252,128,131072,119,True,llama_chat_v4,5d2869822989e19b
SEC_0110_4K,SEC_0110,SEC,UNANSWERABLE,4K,3971,4206,235,128,131072,77594,False,llama_chat_v4,5d2869822989e19b
SEC_0110_8K,SEC_0110,SEC,UNANSWERABLE,8K,8129,8364,235,128,131072,73436,False,llama_chat_v4,5d2869822989e19b
SEC_0110_16K,SEC_0110,SEC,UNANSWERABLE,16K,16219,16454,235,128,131072,65346,False,llama_chat_v4,5d2869822989e19b
SEC_0110_32K,SEC_0110,SEC,UNANSWERABLE,32K,32529,32764,235,128,131072,49036,False,llama_chat_v4,5d2869822989e19b
SEC_0110_64K,SEC_0110,SEC,UNANSWERABLE,64K,65006,65241,235,128,131072,16559,False,llama_chat_v4,5d2869822989e19b
SEC_0110_82K,SEC_0110,SEC,UNANSWERABLE,82K,81540,81775,235,128,131072,25,True,llama_chat_v4,5d2869822989e19b
SEC_0111_4K,SEC_0111,SEC,UNANSWERABLE,4K,4049,4284,235,128,131072,77516,False,llama_chat_v4,5d2869822989e19b
SEC_0111_8K,SEC_0111,SEC,UNANSWERABLE,8K,8048,8283,235,128,131072,73517,False,llama_chat_v4,5d2869822989e19b
SEC_0111_16K,SEC_0111,SEC,UNANSWERABLE,16K,16261,16496,235,128,131072,65304,False,llama_chat_v4,5d2869822989e19b
SEC_0111_32K,SEC_0111,SEC,UNANSWERABLE,32K,32525,32760,235,128,131072,49040,False,llama_chat_v4,5d2869822989e19b
SEC_0111_64K,SEC_0111,SEC,UNANSWERABLE,64K,65064,65299,235,128,131072,16501,False,llama_chat_v4,5d2869822989e19b
SEC_0111_82K,SEC_0111,SEC,UNANSWERABLE,82K,81492,81727,235,128,131072,73,True,llama_chat_v4,5d2869822989e19b
SEC_0112_4K,SEC_0112,SEC,UNANSWERABLE,4K,4003,4243,240,128,131072,77557,False,llama_chat_v4,5d2869822989e19b
SEC_0112_8K,SEC_0112,SEC,UNANSWERABLE,8K,8119,8359,240,128,131072,73441,False,llama_chat_v4,5d2869822989e19b
SEC_0112_16K,SEC_0112,SEC,UNANSWERABLE,16K,16261,16501,240,128,131072,65299,False,llama_chat_v4,5d2869822989e19b
SEC_0112_32K,SEC_0112,SEC,UNANSWERABLE,32K,32454,32694,240,128,131072,49106,False,llama_chat_v4,5d2869822989e19b
SEC_0112_64K,SEC_0112,SEC,UNANSWERABLE,64K,64989,65229,240,128,131072,16571,False,llama_chat_v4,5d2869822989e19b
SEC_0112_82K,SEC_0112,SEC,UNANSWERABLE,82K,81559,81799,240,128,131072,1,True,llama_chat_v4,5d2869822989e19b
SEC_0113_4K,SEC_0113,SEC,UNANSWERABLE,4K,4027,4267,240,128,131072,77533,False,llama_chat_v4,5d2869822989e19b
SEC_0113_8K,SEC_0113,SEC,UNANSWERABLE,8K,8132,8372,240,128,131072,73428,False,llama_chat_v4,5d2869822989e19b
SEC_0113_16K,SEC_0113,SEC,UNANSWERABLE,16K,16161,16401,240,128,131072,65399,False,llama_chat_v4,5d2869822989e19b
SEC_0113_32K,SEC_0113,SEC,UNANSWERABLE,32K,32469,32709,240,128,131072,49091,False,llama_chat_v4,5d2869822989e19b
SEC_0113_64K,SEC_0113,SEC,UNANSWERABLE,64K,65016,65256,240,128,131072,16544,False,llama_chat_v4,5d2869822989e19b
SEC_0113_82K,SEC_0113,SEC,UNANSWERABLE,82K,81524,81764,240,128,131072,36,True,llama_chat_v4,5d2869822989e19b
SEC_0114_4K,SEC_0114,SEC,UNANSWERABLE,4K,4043,4283,240,128,131072,77517,False,llama_chat_v4,5d2869822989e19b
SEC_0114_8K,SEC_0114,SEC,UNANSWERABLE,8K,8038,8278,240,128,131072,73522,False,llama_chat_v4,5d2869822989e19b
SEC_0114_16K,SEC_0114,SEC,UNANSWERABLE,16K,16266,16506,240,128,131072,65294,False,llama_chat_v4,5d2869822989e19b
SEC_0114_32K,SEC_0114,SEC,UNANSWERABLE,32K,32436,32676,240,128,131072,49124,False,llama_chat_v4,5d2869822989e19b
SEC_0114_64K,SEC_0114,SEC,UNANSWERABLE,64K,65027,65267,240,128,131072,16533,False,llama_chat_v4,5d2869822989e19b
SEC_0114_82K,SEC_0114,SEC,UNANSWERABLE,82K,81516,81756,240,128,131072,44,True,llama_chat_v4,5d2869822989e19b
SEC_0115_4K,SEC_0115,SEC,UNANSWERABLE,4K,3990,4230,240,128,131072,77570,False,llama_chat_v4,5d2869822989e19b
SEC_0115_8K,SEC_0115,SEC,UNANSWERABLE,8K,8032,8272,240,128,131072,73528,False,llama_chat_v4,5d2869822989e19b
SEC_0115_16K,SEC_0115,SEC,UNANSWERABLE,16K,16208,16448,240,128,131072,65352,False,llama_chat_v4,5d2869822989e19b
SEC_0115_32K,SEC_0115,SEC,UNANSWERABLE,32K,32460,32700,240,128,131072,49100,False,llama_chat_v4,5d2869822989e19b
SEC_0115_64K,SEC_0115,SEC,UNANSWERABLE,64K,64985,65225,240,128,131072,16575,False,llama_chat_v4,5d2869822989e19b
SEC_0115_82K,SEC_0115,SEC,UNANSWERABLE,82K,81478,81718,240,128,131072,82,True,llama_chat_v4,5d2869822989e19b
SEC_0116_4K,SEC_0116,SEC,UNANSWERABLE,4K,4064,4308,244,128,131072,77492,False,llama_chat_v4,5d2869822989e19b
SEC_0116_8K,SEC_0116,SEC,UNANSWERABLE,8K,8098,8342,244,128,131072,73458,False,llama_chat_v4,5d2869822989e19b
SEC_0116_16K,SEC_0116,SEC,UNANSWERABLE,16K,16262,16506,244,128,131072,65294,False,llama_chat_v4,5d2869822989e19b
SEC_0116_32K,SEC_0116,SEC,UNANSWERABLE,32K,32435,32679,244,128,131072,49121,False,llama_chat_v4,5d2869822989e19b
SEC_0116_64K,SEC_0116,SEC,UNANSWERABLE,64K,65054,65298,244,128,131072,16502,False,llama_chat_v4,5d2869822989e19b
SEC_0116_82K,SEC_0116,SEC,UNANSWERABLE,82K,81506,81750,244,128,131072,50,True,llama_chat_v4,5d2869822989e19b
SEC_0117_4K,SEC_0117,SEC,UNANSWERABLE,4K,4058,4302,244,128,131072,77498,False,llama_chat_v4,5d2869822989e19b
SEC_0117_8K,SEC_0117,SEC,UNANSWERABLE,8K,8117,8361,244,128,131072,73439,False,llama_chat_v4,5d2869822989e19b
SEC_0117_16K,SEC_0117,SEC,UNANSWERABLE,16K,16227,16471,244,128,131072,65329,False,llama_chat_v4,5d2869822989e19b
SEC_0117_32K,SEC_0117,SEC,UNANSWERABLE,32K,32532,32776,244,128,131072,49024,False,llama_chat_v4,5d2869822989e19b
SEC_0117_64K,SEC_0117,SEC,UNANSWERABLE,64K,65068,65312,244,128,131072,16488,False,llama_chat_v4,5d2869822989e19b
SEC_0117_82K,SEC_0117,SEC,UNANSWERABLE,82K,81485,81729,244,128,131072,71,True,llama_chat_v4,5d2869822989e19b
SEC_0118_4K,SEC_0118,SEC,UNANSWERABLE,4K,4066,4301,235,128,131072,77499,False,llama_chat_v4,5d2869822989e19b
SEC_0118_8K,SEC_0118,SEC,UNANSWERABLE,8K,8096,8331,235,128,131072,73469,False,llama_chat_v4,5d2869822989e19b
SEC_0118_16K,SEC_0118,SEC,UNANSWERABLE,16K,16160,16395,235,128,131072,65405,False,llama_chat_v4,5d2869822989e19b
SEC_0118_32K,SEC_0118,SEC,UNANSWERABLE,32K,32509,32744,235,128,131072,49056,False,llama_chat_v4,5d2869822989e19b
SEC_0118_64K,SEC_0118,SEC,UNANSWERABLE,64K,64969,65204,235,128,131072,16596,False,llama_chat_v4,5d2869822989e19b
SEC_0118_82K,SEC_0118,SEC,UNANSWERABLE,82K,81547,81782,235,128,131072,18,True,llama_chat_v4,5d2869822989e19b
SEC_0119_4K,SEC_0119,SEC,UNANSWERABLE,4K,4047,4299,252,128,131072,77501,False,llama_chat_v4,5d2869822989e19b
SEC_0119_8K,SEC_0119,SEC,UNANSWERABLE,8K,8070,8322,252,128,131072,73478,False,llama_chat_v4,5d2869822989e19b
SEC_0119_16K,SEC_0119,SEC,UNANSWERABLE,16K,16155,16407,252,128,131072,65393,False,llama_chat_v4,5d2869822989e19b
SEC_0119_32K,SEC_0119,SEC,UNANSWERABLE,32K,32490,32742,252,128,131072,49058,False,llama_chat_v4,5d2869822989e19b
SEC_0119_64K,SEC_0119,SEC,UNANSWERABLE,64K,65039,65291,252,128,131072,16509,False,llama_chat_v4,5d2869822989e19b
SEC_0119_82K,SEC_0119,SEC,UNANSWERABLE,82K,81508,81760,252,128,131072,40,True,llama_chat_v4,5d2869822989e19b
SEC_0120_4K,SEC_0120,SEC,UNANSWERABLE,4K,4065,4300,235,128,131072,77500,False,llama_chat_v4,5d2869822989e19b
SEC_0120_8K,SEC_0120,SEC,UNANSWERABLE,8K,8041,8276,235,128,131072,73524,False,llama_chat_v4,5d2869822989e19b
SEC_0120_16K,SEC_0120,SEC,UNANSWERABLE,16K,16251,16486,235,128,131072,65314,False,llama_chat_v4,5d2869822989e19b
SEC_0120_32K,SEC_0120,SEC,UNANSWERABLE,32K,32447,32682,235,128,131072,49118,False,llama_chat_v4,5d2869822989e19b
SEC_0120_64K,SEC_0120,SEC,UNANSWERABLE,64K,64981,65216,235,128,131072,16584,False,llama_chat_v4,5d2869822989e19b
SEC_0120_82K,SEC_0120,SEC,UNANSWERABLE,82K,81532,81767,235,128,131072,33,True,llama_chat_v4,5d2869822989e19b
SEC_0121_4K,SEC_0121,SEC,UNANSWERABLE,4K,3982,4234,252,128,131072,77566,False,llama_chat_v4,5d2869822989e19b
SEC_0121_8K,SEC_0121,SEC,UNANSWERABLE,8K,8125,8377,252,128,131072,73423,False,llama_chat_v4,5d2869822989e19b
SEC_0121_16K,SEC_0121,SEC,UNANSWERABLE,16K,16186,16438,252,128,131072,65362,False,llama_chat_v4,5d2869822989e19b
SEC_0121_32K,SEC_0121,SEC,UNANSWERABLE,32K,32530,32782,252,128,131072,49018,False,llama_chat_v4,5d2869822989e19b
SEC_0121_64K,SEC_0121,SEC,UNANSWERABLE,64K,65024,65276,252,128,131072,16524,False,llama_chat_v4,5d2869822989e19b
SEC_0121_82K,SEC_0121,SEC,UNANSWERABLE,82K,81452,81704,252,128,131072,96,True,llama_chat_v4,5d2869822989e19b
SEC_0122_4K,SEC_0122,SEC,UNANSWERABLE,4K,4038,4279,241,128,131072,77521,False,llama_chat_v4,5d2869822989e19b
SEC_0122_8K,SEC_0122,SEC,UNANSWERABLE,8K,8041,8282,241,128,131072,73518,False,llama_chat_v4,5d2869822989e19b
SEC_0122_16K,SEC_0122,SEC,UNANSWERABLE,16K,16184,16425,241,128,131072,65375,False,llama_chat_v4,5d2869822989e19b
SEC_0122_32K,SEC_0122,SEC,UNANSWERABLE,32K,32507,32748,241,128,131072,49052,False,llama_chat_v4,5d2869822989e19b
SEC_0122_64K,SEC_0122,SEC,UNANSWERABLE,64K,65002,65243,241,128,131072,16557,False,llama_chat_v4,5d2869822989e19b
SEC_0122_82K,SEC_0122,SEC,UNANSWERABLE,82K,81532,81773,241,128,131072,27,True,llama_chat_v4,5d2869822989e19b
SEC_0123_4K,SEC_0123,SEC,UNANSWERABLE,4K,4028,4278,250,128,131072,77522,False,llama_chat_v4,5d2869822989e19b
SEC_0123_8K,SEC_0123,SEC,UNANSWERABLE,8K,8132,8382,250,128,131072,73418,False,llama_chat_v4,5d2869822989e19b
SEC_0123_16K,SEC_0123,SEC,UNANSWERABLE,16K,16168,16418,250,128,131072,65382,False,llama_chat_v4,5d2869822989e19b
SEC_0123_32K,SEC_0123,SEC,UNANSWERABLE,32K,32520,32770,250,128,131072,49030,False,llama_chat_v4,5d2869822989e19b
SEC_0123_64K,SEC_0123,SEC,UNANSWERABLE,64K,64962,65212,250,128,131072,16588,False,llama_chat_v4,5d2869822989e19b
SEC_0123_82K,SEC_0123,SEC,UNANSWERABLE,82K,81401,81651,250,128,131072,149,True,llama_chat_v4,5d2869822989e19b
SEC_0124_4K,SEC_0124,SEC,UNANSWERABLE,4K,4017,4260,243,128,131072,77540,False,llama_chat_v4,5d2869822989e19b
SEC_0124_8K,SEC_0124,SEC,UNANSWERABLE,8K,8115,8358,243,128,131072,73442,False,llama_chat_v4,5d2869822989e19b
SEC_0124_16K,SEC_0124,SEC,UNANSWERABLE,16K,16163,16406,243,128,131072,65394,False,llama_chat_v4,5d2869822989e19b
SEC_0124_32K,SEC_0124,SEC,UNANSWERABLE,32K,32490,32733,243,128,131072,49067,False,llama_chat_v4,5d2869822989e19b
SEC_0124_64K,SEC_0124,SEC,UNANSWERABLE,64K,65065,65308,243,128,131072,16492,False,llama_chat_v4,5d2869822989e19b
SEC_0124_82K,SEC_0124,SEC,UNANSWERABLE,82K,81429,81672,243,128,131072,128,True,llama_chat_v4,5d2869822989e19b
SEC_0125_4K,SEC_0125,SEC,UNANSWERABLE,4K,4066,4300,234,128,131072,77500,False,llama_chat_v4,5d2869822989e19b
SEC_0125_8K,SEC_0125,SEC,UNANSWERABLE,8K,8129,8363,234,128,131072,73437,False,llama_chat_v4,5d2869822989e19b
SEC_0125_16K,SEC_0125,SEC,UNANSWERABLE,16K,16211,16445,234,128,131072,65355,False,llama_chat_v4,5d2869822989e19b
SEC_0125_32K,SEC_0125,SEC,UNANSWERABLE,32K,32521,32755,234,128,131072,49045,False,llama_chat_v4,5d2869822989e19b
SEC_0125_64K,SEC_0125,SEC,UNANSWERABLE,64K,65056,65290,234,128,131072,16510,False,llama_chat_v4,5d2869822989e19b
SEC_0125_82K,SEC_0125,SEC,UNANSWERABLE,82K,81498,81732,234,128,131072,68,True,llama_chat_v4,5d2869822989e19b
FDA_0001_4K,FDA_0001,FDA,DIRECT_RETRIEVAL,4K,4051,4284,233,128,131072,77516,False,llama_chat_v4,5d2869822989e19b
FDA_0001_8K,FDA_0001,FDA,DIRECT_RETRIEVAL,8K,8103,8336,233,128,131072,73464,False,llama_chat_v4,5d2869822989e19b
FDA_0001_16K,FDA_0001,FDA,DIRECT_RETRIEVAL,16K,16188,16421,233,128,131072,65379,False,llama_chat_v4,5d2869822989e19b
FDA_0001_32K,FDA_0001,FDA,DIRECT_RETRIEVAL,32K,32390,32623,233,128,131072,49177,False,llama_chat_v4,5d2869822989e19b
FDA_0001_64K,FDA_0001,FDA,DIRECT_RETRIEVAL,64K,64844,65077,233,128,131072,16723,False,llama_chat_v4,5d2869822989e19b
FDA_0001_82K,FDA_0001,FDA,DIRECT_RETRIEVAL,82K,81504,81737,233,128,131072,63,True,llama_chat_v4,5d2869822989e19b
FDA_0002_4K,FDA_0002,FDA,DIRECT_RETRIEVAL,4K,4052,4286,234,128,131072,77514,False,llama_chat_v4,5d2869822989e19b
FDA_0002_8K,FDA_0002,FDA,DIRECT_RETRIEVAL,8K,8062,8296,234,128,131072,73504,False,llama_chat_v4,5d2869822989e19b
FDA_0002_16K,FDA_0002,FDA,DIRECT_RETRIEVAL,16K,16177,16411,234,128,131072,65389,False,llama_chat_v4,5d2869822989e19b
FDA_0002_32K,FDA_0002,FDA,DIRECT_RETRIEVAL,32K,32379,32613,234,128,131072,49187,False,llama_chat_v4,5d2869822989e19b
FDA_0002_64K,FDA_0002,FDA,DIRECT_RETRIEVAL,64K,64788,65022,234,128,131072,16778,False,llama_chat_v4,5d2869822989e19b
FDA_0002_82K,FDA_0002,FDA,DIRECT_RETRIEVAL,82K,81486,81720,234,128,131072,80,True,llama_chat_v4,5d2869822989e19b
FDA_0003_4K,FDA_0003,FDA,DIRECT_RETRIEVAL,4K,3996,4231,235,128,131072,77569,False,llama_chat_v4,5d2869822989e19b
FDA_0003_8K,FDA_0003,FDA,DIRECT_RETRIEVAL,8K,8094,8329,235,128,131072,73471,False,llama_chat_v4,5d2869822989e19b
FDA_0003_16K,FDA_0003,FDA,DIRECT_RETRIEVAL,16K,16209,16444,235,128,131072,65356,False,llama_chat_v4,5d2869822989e19b
FDA_0003_32K,FDA_0003,FDA,DIRECT_RETRIEVAL,32K,32405,32640,235,128,131072,49160,False,llama_chat_v4,5d2869822989e19b
FDA_0003_64K,FDA_0003,FDA,DIRECT_RETRIEVAL,64K,64817,65052,235,128,131072,16748,False,llama_chat_v4,5d2869822989e19b
FDA_0003_82K,FDA_0003,FDA,DIRECT_RETRIEVAL,82K,81487,81722,235,128,131072,78,True,llama_chat_v4,5d2869822989e19b
FDA_0004_4K,FDA_0004,FDA,DIRECT_RETRIEVAL,4K,4036,4278,242,128,131072,77522,False,llama_chat_v4,5d2869822989e19b
FDA_0004_8K,FDA_0004,FDA,DIRECT_RETRIEVAL,8K,8075,8317,242,128,131072,73483,False,llama_chat_v4,5d2869822989e19b
FDA_0004_16K,FDA_0004,FDA,DIRECT_RETRIEVAL,16K,16163,16405,242,128,131072,65395,False,llama_chat_v4,5d2869822989e19b
FDA_0004_32K,FDA_0004,FDA,DIRECT_RETRIEVAL,32K,32360,32602,242,128,131072,49198,False,llama_chat_v4,5d2869822989e19b
FDA_0004_64K,FDA_0004,FDA,DIRECT_RETRIEVAL,64K,64829,65071,242,128,131072,16729,False,llama_chat_v4,5d2869822989e19b
FDA_0004_82K,FDA_0004,FDA,DIRECT_RETRIEVAL,82K,81554,81796,242,128,131072,4,True,llama_chat_v4,5d2869822989e19b
FDA_0005_4K,FDA_0005,FDA,DIRECT_RETRIEVAL,4K,4034,4280,246,128,131072,77520,False,llama_chat_v4,5d2869822989e19b
FDA_0005_8K,FDA_0005,FDA,DIRECT_RETRIEVAL,8K,8048,8294,246,128,131072,73506,False,llama_chat_v4,5d2869822989e19b
FDA_0005_16K,FDA_0005,FDA,DIRECT_RETRIEVAL,16K,16195,16441,246,128,131072,65359,False,llama_chat_v4,5d2869822989e19b
FDA_0005_32K,FDA_0005,FDA,DIRECT_RETRIEVAL,32K,32388,32634,246,128,131072,49166,False,llama_chat_v4,5d2869822989e19b
FDA_0005_64K,FDA_0005,FDA,DIRECT_RETRIEVAL,64K,64793,65039,246,128,131072,16761,False,llama_chat_v4,5d2869822989e19b
FDA_0005_82K,FDA_0005,FDA,DIRECT_RETRIEVAL,82K,81529,81775,246,128,131072,25,True,llama_chat_v4,5d2869822989e19b
FDA_0006_4K,FDA_0006,FDA,ENTITY_UNIT_BINDING,4K,4035,4277,242,128,131072,77523,False,llama_chat_v4,5d2869822989e19b
FDA_0006_8K,FDA_0006,FDA,ENTITY_UNIT_BINDING,8K,8104,8346,242,128,131072,73454,False,llama_chat_v4,5d2869822989e19b
FDA_0006_16K,FDA_0006,FDA,ENTITY_UNIT_BINDING,16K,16220,16462,242,128,131072,65338,False,llama_chat_v4,5d2869822989e19b
FDA_0006_32K,FDA_0006,FDA,ENTITY_UNIT_BINDING,32K,32406,32648,242,128,131072,49152,False,llama_chat_v4,5d2869822989e19b
FDA_0006_64K,FDA_0006,FDA,ENTITY_UNIT_BINDING,64K,64824,65066,242,128,131072,16734,False,llama_chat_v4,5d2869822989e19b
FDA_0006_82K,FDA_0006,FDA,ENTITY_UNIT_BINDING,82K,81554,81796,242,128,131072,4,True,llama_chat_v4,5d2869822989e19b
FDA_0007_4K,FDA_0007,FDA,ENTITY_UNIT_BINDING,4K,4013,4249,236,128,131072,77551,False,llama_chat_v4,5d2869822989e19b
FDA_0007_8K,FDA_0007,FDA,ENTITY_UNIT_BINDING,8K,8044,8280,236,128,131072,73520,False,llama_chat_v4,5d2869822989e19b
FDA_0007_16K,FDA_0007,FDA,ENTITY_UNIT_BINDING,16K,16167,16403,236,128,131072,65397,False,llama_chat_v4,5d2869822989e19b
FDA_0007_32K,FDA_0007,FDA,ENTITY_UNIT_BINDING,32K,32392,32628,236,128,131072,49172,False,llama_chat_v4,5d2869822989e19b
