model,model_label,instance_id,question_family_id,context_length_label,domain,question_type,answer_correct,accurate,inaccurate,input_tokens,context_log2
llama32_3b,Llama-3.2-3B-Instruct,SEC_0022_8K,SEC_0022,8K,SEC,UNANSWERABLE,True,1,0,8284,13.016111838220512
llama32_3b,Llama-3.2-3B-Instruct,FDA_0117_8K,FDA_0117,8K,FDA,UNANSWERABLE,False,0,1,8298,13.01854794187165
llama32_3b,Llama-3.2-3B-Instruct,SEC_0097_82K,SEC_0097,82K,SEC,ENTITY_UNIT_BINDING,False,0,1,81707,16.318172061747568
llama32_3b,Llama-3.2-3B-Instruct,FRED_0123_82K,FRED_0123,82K,FRED,UNANSWERABLE,False,0,1,81773,16.31933694892486
llama32_3b,Llama-3.2-3B-Instruct,FDA_0019_32K,FDA_0019,32K,FDA,TEMPORAL_VERSION,True,1,0,32589,14.99209746291849
llama32_3b,Llama-3.2-3B-Instruct,FRED_0002_4K,FRED_0002,4K,FRED,DIRECT_RETRIEVAL,False,0,1,4233,12.04746477331842
llama32_3b,Llama-3.2-3B-Instruct,FDA_0034_64K,FDA_0034,64K,FDA,DIRECT_RETRIEVAL,True,1,0,65052,15.989305792306912
llama32_3b,Llama-3.2-3B-Instruct,SEC_0075_82K,SEC_0075,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,81725,16.31848985154199
llama32_3b,Llama-3.2-3B-Instruct,SEC_0036_8K,SEC_0036,8K,SEC,DIRECT_RETRIEVAL,False,0,1,8353,13.028078722704887
llama32_3b,Llama-3.2-3B-Instruct,SEC_0089_82K,SEC_0089,82K,SEC,TEMPORAL_VERSION,False,0,1,81725,16.31848985154199
llama32_3b,Llama-3.2-3B-Instruct,FDA_0072_32K,FDA_0072,32K,FDA,RETRIEVAL_CALCULATION,False,0,1,32673,14.995811307126665
llama32_3b,Llama-3.2-3B-Instruct,CT_0009_8K,CT_0009,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,8394,13.03514274788591
llama32_3b,Llama-3.2-3B-Instruct,CT_0124_16K,CT_0124,16K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,16458,14.006501407569434
llama32_3b,Llama-3.2-3B-Instruct,FRED_0070_82K,FRED_0070,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,81731,16.31859576591955
llama32_3b,Llama-3.2-3B-Instruct,FRED_0083_4K,FRED_0083,4K,FRED,TEMPORAL_VERSION,True,1,0,4279,12.06305796362349
llama32_3b,Llama-3.2-3B-Instruct,FDA_0071_64K,FDA_0071,64K,FDA,RETRIEVAL_CALCULATION,False,0,1,65084,15.990015299933379
llama32_3b,Llama-3.2-3B-Instruct,FDA_0060_32K,FDA_0060,32K,FDA,RETRIEVAL_CALCULATION,True,1,0,32655,14.995016287796725
llama32_3b,Llama-3.2-3B-Instruct,FDA_0068_82K,FDA_0068,82K,FDA,RETRIEVAL_CALCULATION,False,0,1,81753,16.318984052126044
llama32_3b,Llama-3.2-3B-Instruct,FDA_0088_64K,FDA_0088,64K,FDA,TEMPORAL_VERSION,False,0,1,65060,15.989483201928493
llama32_3b,Llama-3.2-3B-Instruct,SEC_0081_4K,SEC_0081,4K,SEC,TEMPORAL_VERSION,True,1,0,4310,12.07347215397646
llama32_3b,Llama-3.2-3B-Instruct,FRED_0097_4K,FRED_0097,4K,FRED,ENTITY_UNIT_BINDING,True,1,0,4219,12.042685372219351
llama32_3b,Llama-3.2-3B-Instruct,FRED_0092_64K,FRED_0092,64K,FRED,ENTITY_UNIT_BINDING,True,1,0,65016,15.98850717892317
llama32_3b,Llama-3.2-3B-Instruct,CT_0118_4K,CT_0118,4K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,4284,12.064742764750257
llama32_3b,Llama-3.2-3B-Instruct,CT_0083_64K,CT_0083,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,False,0,1,65207,15.992739226263595
llama32_3b,Llama-3.2-3B-Instruct,CT_0010_8K,CT_0010,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,8273,13.014194866814499
llama32_3b,Llama-3.2-3B-Instruct,FDA_0124_82K,FDA_0124,82K,FDA,UNANSWERABLE,False,0,1,81791,16.319654482255434
llama32_3b,Llama-3.2-3B-Instruct,CT_0097_64K,CT_0097,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,65288,15.99453022688921
llama32_3b,Llama-3.2-3B-Instruct,SEC_0108_4K,SEC_0108,4K,SEC,UNANSWERABLE,True,1,0,4232,12.047123912114026
llama32_3b,Llama-3.2-3B-Instruct,CT_0040_32K,CT_0040,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,32697,14.996870651857797
llama32_3b,Llama-3.2-3B-Instruct,SEC_0013_32K,SEC_0013,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,32696,14.996826528020659
llama32_3b,Llama-3.2-3B-Instruct,FRED_0033_8K,FRED_0033,8K,FRED,DIRECT_RETRIEVAL,True,1,0,8356,13.028596777067108
llama32_3b,Llama-3.2-3B-Instruct,FDA_0120_82K,FDA_0120,82K,FDA,UNANSWERABLE,False,0,1,81765,16.31919580056379
llama32_3b,Llama-3.2-3B-Instruct,FRED_0057_82K,FRED_0057,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,81770,16.319284019907744
llama32_3b,Llama-3.2-3B-Instruct,CT_0036_32K,CT_0036,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,32729,14.998281902583495
llama32_3b,Llama-3.2-3B-Instruct,CT_0050_16K,CT_0050,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,16401,14.00149616092074
llama32_3b,Llama-3.2-3B-Instruct,SEC_0063_82K,SEC_0063,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,81755,16.319019345690663
llama32_3b,Llama-3.2-3B-Instruct,SEC_0062_64K,SEC_0062,64K,SEC,RETRIEVAL_CALCULATION,False,0,1,65296,15.9947069952581
llama32_3b,Llama-3.2-3B-Instruct,FDA_0084_8K,FDA_0084,8K,FDA,TEMPORAL_VERSION,True,1,0,8321,13.022541203454827
llama32_3b,Llama-3.2-3B-Instruct,CT_0054_16K,CT_0054,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,16429,14.003957048580775
llama32_3b,Llama-3.2-3B-Instruct,FRED_0119_8K,FRED_0119,8K,FRED,UNANSWERABLE,True,1,0,8290,13.017156386383112
llama32_3b,Llama-3.2-3B-Instruct,SEC_0100_82K,SEC_0100,82K,SEC,ENTITY_UNIT_BINDING,True,1,0,81800,16.319813222716473
llama32_3b,Llama-3.2-3B-Instruct,CT_0094_82K,CT_0094,82K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,81677,16.31764225648251
llama32_3b,Llama-3.2-3B-Instruct,FDA_0075_82K,FDA_0075,82K,FDA,RETRIEVAL_CALCULATION,False,0,1,81780,16.319460442413728
llama32_3b,Llama-3.2-3B-Instruct,FRED_0029_32K,FRED_0029,32K,FRED,DIRECT_RETRIEVAL,True,1,0,32549,14.990325599831218
llama32_3b,Llama-3.2-3B-Instruct,SEC_0074_4K,SEC_0074,4K,SEC,RETRIEVAL_CALCULATION,False,0,1,4323,12.077817120895904
llama32_3b,Llama-3.2-3B-Instruct,CT_0078_8K,CT_0078,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,8349,13.027387694052763
llama32_3b,Llama-3.2-3B-Instruct,FDA_0092_82K,FDA_0092,82K,FDA,ENTITY_UNIT_BINDING,False,0,1,81721,16.318419237636913
llama32_3b,Llama-3.2-3B-Instruct,FRED_0105_32K,FRED_0105,32K,FRED,ENTITY_UNIT_BINDING,True,1,0,32595,14.992363054789802
llama32_3b,Llama-3.2-3B-Instruct,SEC_0008_32K,SEC_0008,32K,SEC,ENTITY_UNIT_BINDING,True,1,0,32786,15.000792278469312
llama32_3b,Llama-3.2-3B-Instruct,SEC_0026_32K,SEC_0026,32K,SEC,DIRECT_RETRIEVAL,False,0,1,32773,15.000220120999632
llama32_3b,Llama-3.2-3B-Instruct,FDA_0122_82K,FDA_0122,82K,FDA,UNANSWERABLE,False,0,1,81756,16.3190369921492
llama32_3b,Llama-3.2-3B-Instruct,CT_0079_32K,CT_0079,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,32681,14.996164508472711
llama32_3b,Llama-3.2-3B-Instruct,FRED_0066_64K,FRED_0066,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,65014,15.988462798548149
llama32_3b,Llama-3.2-3B-Instruct,FDA_0005_8K,FDA_0005,8K,FDA,DIRECT_RETRIEVAL,True,1,0,8294,13.017852331905962
llama32_3b,Llama-3.2-3B-Instruct,FDA_0015_8K,FDA_0015,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,8294,13.017852331905962
llama32_3b,Llama-3.2-3B-Instruct,SEC_0054_4K,SEC_0054,4K,SEC,RETRIEVAL_CALCULATION,False,0,1,4285,12.065079488999862
llama32_3b,Llama-3.2-3B-Instruct,FRED_0073_82K,FRED_0073,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,81741,16.318772272604818
llama32_3b,Llama-3.2-3B-Instruct,FRED_0068_32K,FRED_0068,32K,FRED,RETRIEVAL_CALCULATION,False,0,1,32612,14.993115299679177
llama32_3b,Llama-3.2-3B-Instruct,FRED_0043_64K,FRED_0043,64K,FRED,DIRECT_RETRIEVAL,False,0,1,64948,15.98699747974905
llama32_3b,Llama-3.2-3B-Instruct,CT_0061_32K,CT_0061,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,32694,14.996738276297684
llama32_3b,Llama-3.2-3B-Instruct,SEC_0021_32K,SEC_0021,32K,SEC,UNANSWERABLE,True,1,0,32723,14.998017398205644
llama32_3b,Llama-3.2-3B-Instruct,CT_0097_82K,CT_0097,82K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,81758,16.319072284418755
llama32_3b,Llama-3.2-3B-Instruct,FDA_0083_64K,FDA_0083,64K,FDA,TEMPORAL_VERSION,True,1,0,65031,15.988839988226104
llama32_3b,Llama-3.2-3B-Instruct,FDA_0062_32K,FDA_0062,32K,FDA,RETRIEVAL_CALCULATION,False,0,1,32695,14.996782402833981
llama32_3b,Llama-3.2-3B-Instruct,FRED_0024_64K,FRED_0024,64K,FRED,UNANSWERABLE,False,0,1,64996,15.988063313725414
llama32_3b,Llama-3.2-3B-Instruct,SEC_0068_82K,SEC_0068,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,81737,16.318701672522057
llama32_3b,Llama-3.2-3B-Instruct,FDA_0020_82K,FDA_0020,82K,FDA,TEMPORAL_VERSION,False,0,1,81740,16.31875462290802
llama32_3b,Llama-3.2-3B-Instruct,FRED_0057_32K,FRED_0057,32K,FRED,RETRIEVAL_CALCULATION,True,1,0,32649,14.994751183966342
llama32_3b,Llama-3.2-3B-Instruct,SEC_0070_82K,SEC_0070,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,81770,16.319284019907744
llama32_3b,Llama-3.2-3B-Instruct,SEC_0116_8K,SEC_0116,8K,SEC,UNANSWERABLE,True,1,0,8342,13.026177596889225
llama32_3b,Llama-3.2-3B-Instruct,FDA_0027_16K,FDA_0027,16K,FDA,DIRECT_RETRIEVAL,True,1,0,16439,14.00483492072718
llama32_3b,Llama-3.2-3B-Instruct,SEC_0056_64K,SEC_0056,64K,SEC,RETRIEVAL_CALCULATION,False,0,1,65261,15.993933473690651
llama32_3b,Llama-3.2-3B-Instruct,FRED_0100_64K,FRED_0100,64K,FRED,ENTITY_UNIT_BINDING,False,0,1,64968,15.98744167293612
llama32_3b,Llama-3.2-3B-Instruct,CT_0033_32K,CT_0033,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,32676,14.995943767764953
llama32_3b,Llama-3.2-3B-Instruct,CT_0088_32K,CT_0088,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,32690,14.996561756654629
llama32_3b,Llama-3.2-3B-Instruct,CT_0066_16K,CT_0066,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,16476,14.008078410868256
llama32_3b,Llama-3.2-3B-Instruct,CT_0039_4K,CT_0039,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,4241,12.050188767596435
llama32_3b,Llama-3.2-3B-Instruct,FRED_0082_82K,FRED_0082,82K,FRED,TEMPORAL_VERSION,True,1,0,81728,16.318542809702723
llama32_3b,Llama-3.2-3B-Instruct,FDA_0035_16K,FDA_0035,16K,FDA,DIRECT_RETRIEVAL,True,1,0,16445,14.005361387722765
llama32_3b,Llama-3.2-3B-Instruct,FDA_0092_8K,FDA_0092,8K,FDA,ENTITY_UNIT_BINDING,False,0,1,8303,13.019416982944184
llama32_3b,Llama-3.2-3B-Instruct,CT_0052_8K,CT_0052,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,8307,13.020111839088086
llama32_3b,Llama-3.2-3B-Instruct,FRED_0006_16K,FRED_0006,16K,FRED,ENTITY_UNIT_BINDING,True,1,0,16390,14.000528233986822
llama32_3b,Llama-3.2-3B-Instruct,CT_0029_4K,CT_0029,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,4245,12.0515488384404
llama32_3b,Llama-3.2-3B-Instruct,FRED_0024_16K,FRED_0024,16K,FRED,UNANSWERABLE,True,1,0,16389,14.000440208419151
llama32_3b,Llama-3.2-3B-Instruct,SEC_0074_16K,SEC_0074,16K,SEC,RETRIEVAL_CALCULATION,False,0,1,16472,14.007728114632254
llama32_3b,Llama-3.2-3B-Instruct,FDA_0039_82K,FDA_0039,82K,FDA,DIRECT_RETRIEVAL,True,1,0,81776,16.31938987600021
llama32_3b,Llama-3.2-3B-Instruct,FDA_0049_64K,FDA_0049,64K,FDA,RETRIEVAL_CALCULATION,False,0,1,65078,15.989882293829424
llama32_3b,Llama-3.2-3B-Instruct,SEC_0021_16K,SEC_0021,16K,SEC,UNANSWERABLE,True,1,0,16417,14.00290289640024
llama32_3b,Llama-3.2-3B-Instruct,SEC_0097_8K,SEC_0097,8K,SEC,ENTITY_UNIT_BINDING,False,0,1,8374,13.031701202740303
llama32_3b,Llama-3.2-3B-Instruct,FDA_0078_4K,FDA_0078,4K,FDA,TEMPORAL_VERSION,True,1,0,4245,12.0515488384404
llama32_3b,Llama-3.2-3B-Instruct,CT_0028_8K,CT_0028,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,8394,13.03514274788591
llama32_3b,Llama-3.2-3B-Instruct,SEC_0110_32K,SEC_0110,32K,SEC,UNANSWERABLE,False,0,1,32764,14.999823879015725
llama32_3b,Llama-3.2-3B-Instruct,FRED_0067_4K,FRED_0067,4K,FRED,RETRIEVAL_CALCULATION,False,0,1,4312,12.074141462752506
llama32_3b,Llama-3.2-3B-Instruct,FRED_0067_82K,FRED_0067,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,81739,16.3187369729953
llama32_3b,Llama-3.2-3B-Instruct,CT_0038_16K,CT_0038,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,16401,14.00149616092074
llama32_3b,Llama-3.2-3B-Instruct,SEC_0033_64K,SEC_0033,64K,SEC,DIRECT_RETRIEVAL,False,0,1,65314,15.995104644915866
llama32_3b,Llama-3.2-3B-Instruct,CT_0101_82K,CT_0101,82K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,81748,16.318895814436896
llama32_3b,Llama-3.2-3B-Instruct,FDA_0066_32K,FDA_0066,32K,FDA,RETRIEVAL_CALCULATION,False,0,1,32673,14.995811307126665
llama32_3b,Llama-3.2-3B-Instruct,FDA_0063_32K,FDA_0063,32K,FDA,RETRIEVAL_CALCULATION,False,0,1,32685,14.996341076724425
llama32_3b,Llama-3.2-3B-Instruct,FRED_0045_16K,FRED_0045,16K,FRED,DIRECT_RETRIEVAL,False,0,1,16384,14.0
llama32_3b,Llama-3.2-3B-Instruct,FRED_0044_4K,FRED_0044,4K,FRED,DIRECT_RETRIEVAL,True,1,0,4274,12.061371192659811
llama32_3b,Llama-3.2-3B-Instruct,FDA_0031_32K,FDA_0031,32K,FDA,DIRECT_RETRIEVAL,True,1,0,32652,14.994883741970835
llama32_3b,Llama-3.2-3B-Instruct,SEC_0121_16K,SEC_0121,16K,SEC,UNANSWERABLE,True,1,0,16438,14.004747157546761
llama32_3b,Llama-3.2-3B-Instruct,CT_0115_32K,CT_0115,32K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,32647,14.99466280519635
llama32_3b,Llama-3.2-3B-Instruct,SEC_0112_4K,SEC_0112,4K,SEC,UNANSWERABLE,True,1,0,4243,12.050868963290736
llama32_3b,Llama-3.2-3B-Instruct,FRED_0022_8K,FRED_0022,8K,FRED,UNANSWERABLE,True,1,0,8286,13.016460104979208
llama32_3b,Llama-3.2-3B-Instruct,FRED_0029_4K,FRED_0029,4K,FRED,DIRECT_RETRIEVAL,False,0,1,4299,12.069785394983302
llama32_3b,Llama-3.2-3B-Instruct,SEC_0011_4K,SEC_0011,4K,SEC,RETRIEVAL_CALCULATION,False,0,1,4226,12.04507705193494
llama32_3b,Llama-3.2-3B-Instruct,FDA_0103_32K,FDA_0103,32K,FDA,ENTITY_UNIT_BINDING,True,1,0,32674,14.99585546202409
llama32_3b,Llama-3.2-3B-Instruct,CT_0065_8K,CT_0065,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,8350,13.027560482248777
llama32_3b,Llama-3.2-3B-Instruct,FRED_0077_32K,FRED_0077,32K,FRED,TEMPORAL_VERSION,False,0,1,32661,14.995281342921647
llama32_3b,Llama-3.2-3B-Instruct,CT_0014_64K,CT_0014,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,65158,15.991654701117541
llama32_3b,Llama-3.2-3B-Instruct,FRED_0113_82K,FRED_0113,82K,FRED,UNANSWERABLE,False,0,1,81731,16.31859576591955
llama32_3b,Llama-3.2-3B-Instruct,FRED_0014_82K,FRED_0014,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,81768,16.319248732817503
llama32_3b,Llama-3.2-3B-Instruct,SEC_0108_8K,SEC_0108,8K,SEC,UNANSWERABLE,True,1,0,8310,13.020632761657707
llama32_3b,Llama-3.2-3B-Instruct,SEC_0008_82K,SEC_0008,82K,SEC,ENTITY_UNIT_BINDING,True,1,0,81689,16.317854201936544
llama32_3b,Llama-3.2-3B-Instruct,CT_0053_64K,CT_0053,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,65116,15.990724458800322
llama32_3b,Llama-3.2-3B-Instruct,FDA_0096_82K,FDA_0096,82K,FDA,ENTITY_UNIT_BINDING,False,0,1,81771,16.31930166312921
llama32_3b,Llama-3.2-3B-Instruct,FRED_0005_4K,FRED_0005,4K,FRED,DIRECT_RETRIEVAL,True,1,0,4256,12.055282435501189
llama32_3b,Llama-3.2-3B-Instruct,SEC_0122_32K,SEC_0122,32K,SEC,UNANSWERABLE,True,1,0,32748,14.999119179995297
llama32_3b,Llama-3.2-3B-Instruct,SEC_0040_82K,SEC_0040,82K,SEC,DIRECT_RETRIEVAL,False,0,1,81698,16.31801314059606
llama32_3b,Llama-3.2-3B-Instruct,SEC_0037_16K,SEC_0037,16K,SEC,DIRECT_RETRIEVAL,True,1,0,16492,14.009478745888066
llama32_3b,Llama-3.2-3B-Instruct,FRED_0037_64K,FRED_0037,64K,FRED,DIRECT_RETRIEVAL,False,0,1,65023,15.988662499485402
llama32_3b,Llama-3.2-3B-Instruct,CT_0060_64K,CT_0060,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,65203,15.992650724152323
llama32_3b,Llama-3.2-3B-Instruct,CT_0105_32K,CT_0105,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,32766,14.99991194219542
llama32_3b,Llama-3.2-3B-Instruct,FRED_0046_8K,FRED_0046,8K,FRED,RETRIEVAL_CALCULATION,False,0,1,8373,13.031528909787223
llama32_3b,Llama-3.2-3B-Instruct,FRED_0062_8K,FRED_0062,8K,FRED,RETRIEVAL_CALCULATION,False,0,1,8394,13.03514274788591
llama32_3b,Llama-3.2-3B-Instruct,FDA_0036_64K,FDA_0036,64K,FDA,DIRECT_RETRIEVAL,True,1,0,65031,15.988839988226104
llama32_3b,Llama-3.2-3B-Instruct,FDA_0063_8K,FDA_0063,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,8274,13.014369242235137
llama32_3b,Llama-3.2-3B-Instruct,CT_0079_8K,CT_0079,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,8303,13.019416982944184
llama32_3b,Llama-3.2-3B-Instruct,CT_0002_64K,CT_0002,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,65112,15.990635833003022
llama32_3b,Llama-3.2-3B-Instruct,FRED_0105_4K,FRED_0105,4K,FRED,ENTITY_UNIT_BINDING,True,1,0,4273,12.061033601681112
llama32_3b,Llama-3.2-3B-Instruct,SEC_0059_82K,SEC_0059,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,81775,16.319372233857504
llama32_3b,Llama-3.2-3B-Instruct,SEC_0011_64K,SEC_0011,64K,SEC,RETRIEVAL_CALCULATION,False,0,1,65258,15.993867152540114
llama32_3b,Llama-3.2-3B-Instruct,FDA_0029_82K,FDA_0029,82K,FDA,DIRECT_RETRIEVAL,True,1,0,81776,16.31938987600021
llama32_3b,Llama-3.2-3B-Instruct,SEC_0085_32K,SEC_0085,32K,SEC,TEMPORAL_VERSION,False,0,1,32787,15.000836281185094
llama32_3b,Llama-3.2-3B-Instruct,CT_0065_82K,CT_0065,82K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,81668,16.317483276955972
llama32_3b,Llama-3.2-3B-Instruct,CT_0041_16K,CT_0041,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,16452,14.005975356500382
llama32_3b,Llama-3.2-3B-Instruct,CT_0016_32K,CT_0016,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,32670,14.995678834325425
llama32_3b,Llama-3.2-3B-Instruct,FDA_0085_32K,FDA_0085,32K,FDA,TEMPORAL_VERSION,True,1,0,32644,14.99453022688921
llama32_3b,Llama-3.2-3B-Instruct,CT_0002_32K,CT_0002,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,32671,14.995722993277417
llama32_3b,Llama-3.2-3B-Instruct,FRED_0064_16K,FRED_0064,16K,FRED,RETRIEVAL_CALCULATION,False,0,1,16423,14.003430068771838
llama32_3b,Llama-3.2-3B-Instruct,FRED_0057_64K,FRED_0057,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,64969,15.987463879005844
llama32_3b,Llama-3.2-3B-Instruct,SEC_0009_32K,SEC_0009,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,32785,15.00074827441139
llama32_3b,Llama-3.2-3B-Instruct,CT_0075_8K,CT_0075,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,8350,13.027560482248777
llama32_3b,Llama-3.2-3B-Instruct,CT_0025_8K,CT_0025,8K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,8347,13.027042055565033
llama32_3b,Llama-3.2-3B-Instruct,CT_0123_8K,CT_0123,8K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,8286,13.016460104979208
llama32_3b,Llama-3.2-3B-Instruct,CT_0069_82K,CT_0069,82K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,81717,16.318348620275408
llama32_3b,Llama-3.2-3B-Instruct,FRED_0058_16K,FRED_0058,16K,FRED,RETRIEVAL_CALCULATION,False,0,1,16417,14.00290289640024
llama32_3b,Llama-3.2-3B-Instruct,SEC_0017_4K,SEC_0017,4K,SEC,TEMPORAL_VERSION,False,0,1,4222,12.043710863347156
llama32_3b,Llama-3.2-3B-Instruct,FRED_0015_64K,FRED_0015,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,64969,15.987463879005844
llama32_3b,Llama-3.2-3B-Instruct,CT_0069_4K,CT_0069,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,4242,12.050528905530555
llama32_3b,Llama-3.2-3B-Instruct,CT_0071_8K,CT_0071,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,8416,13.038918989292302
llama32_3b,Llama-3.2-3B-Instruct,SEC_0066_32K,SEC_0066,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,32752,14.99929538702341
llama32_3b,Llama-3.2-3B-Instruct,FDA_0019_4K,FDA_0019,4K,FDA,TEMPORAL_VERSION,True,1,0,4209,12.039261794341055
llama32_3b,Llama-3.2-3B-Instruct,CT_0003_4K,CT_0003,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,4289,12.066425600635556
llama32_3b,Llama-3.2-3B-Instruct,FRED_0076_64K,FRED_0076,64K,FRED,TEMPORAL_VERSION,False,0,1,64967,15.987419466524592
llama32_3b,Llama-3.2-3B-Instruct,FRED_0090_8K,FRED_0090,8K,FRED,ENTITY_UNIT_BINDING,True,1,0,8327,13.023581108623029
llama32_3b,Llama-3.2-3B-Instruct,FDA_0057_82K,FDA_0057,82K,FDA,RETRIEVAL_CALCULATION,True,1,0,81732,16.31861341755987
llama32_3b,Llama-3.2-3B-Instruct,SEC_0027_4K,SEC_0027,4K,SEC,DIRECT_RETRIEVAL,True,1,0,4212,12.040289721025717
llama32_3b,Llama-3.2-3B-Instruct,FDA_0031_8K,FDA_0031,8K,FDA,DIRECT_RETRIEVAL,True,1,0,8316,13.02167404285837
llama32_3b,Llama-3.2-3B-Instruct,FDA_0055_4K,FDA_0055,4K,FDA,RETRIEVAL_CALCULATION,True,1,0,4261,12.05697633617822
llama32_3b,Llama-3.2-3B-Instruct,SEC_0004_32K,SEC_0004,32K,SEC,DIRECT_RETRIEVAL,False,0,1,32770,15.000088052430122
llama32_3b,Llama-3.2-3B-Instruct,FDA_0017_4K,FDA_0017,4K,FDA,RETRIEVAL_CALCULATION,False,0,1,4294,12.068106475858773
llama32_3b,Llama-3.2-3B-Instruct,FRED_0125_82K,FRED_0125,82K,FRED,UNANSWERABLE,False,0,1,81795,16.319725035727792
llama32_3b,Llama-3.2-3B-Instruct,FDA_0121_32K,FDA_0121,32K,FDA,UNANSWERABLE,False,0,1,32627,14.993778719596548
llama32_3b,Llama-3.2-3B-Instruct,FRED_0012_32K,FRED_0012,32K,FRED,RETRIEVAL_CALCULATION,True,1,0,32583,14.991831822144238
llama32_3b,Llama-3.2-3B-Instruct,CT_0037_4K,CT_0037,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,4249,12.052907628313287
llama32_3b,Llama-3.2-3B-Instruct,CT_0031_82K,CT_0031,82K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,81715,16.318313310298393
llama32_3b,Llama-3.2-3B-Instruct,FDA_0067_64K,FDA_0067,64K,FDA,RETRIEVAL_CALCULATION,False,0,1,65065,15.989594071864447
llama32_3b,Llama-3.2-3B-Instruct,FRED_0025_32K,FRED_0025,32K,FRED,UNANSWERABLE,True,1,0,32542,14.990015299933379
llama32_3b,Llama-3.2-3B-Instruct,CT_0029_8K,CT_0029,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,8298,13.01854794187165
llama32_3b,Llama-3.2-3B-Instruct,FRED_0114_4K,FRED_0114,4K,FRED,UNANSWERABLE,True,1,0,4241,12.050188767596435
