instance_id,question_family_id,domain,question_type,context_length_label,status,input_tokens,generated_tokens_count,generation_latency_seconds,peak_allocated_vram_bytes,peak_reserved_vram_bytes,usable_answer_output,hit_max_new_tokens_128,degenerate_output,malformed_output_pattern
CT_0074_8K,CT_0074,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8338,9,0.6034403443336487,8010096128,23746052096,True,False,False,usable_answer_line
CT_0075_16K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16470,11,1.2539341086521745,9547406848,23746052096,True,False,False,usable_answer_line
CT_0075_32K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32714,11,2.9026147220283747,12617848320,23746052096,True,False,False,usable_answer_line
CT_0075_4K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4276,11,0.3455306217074394,7244268032,23746052096,True,False,False,usable_answer_line
CT_0075_64K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65186,11,7.932381868362427,18752093696,23746052096,True,False,False,usable_answer_line
CT_0075_82K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81775,11,11.370663464069366,21887029760,23746052096,True,False,False,usable_answer_line
CT_0075_8K,CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8350,11,0.6310019670054317,8012363264,23746052096,True,False,False,usable_answer_line
CT_0076_16K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16453,9,1.2283255802467465,9544474112,23746052096,True,False,False,usable_answer_line
CT_0076_32K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32714,9,2.857506476342678,12617848320,23746052096,True,False,False,usable_answer_line
CT_0076_4K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4264,9,0.3238475415855646,7242025472,23746052096,True,False,False,usable_answer_line
CT_0076_64K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65179,9,7.872269254177809,18750771712,23746052096,True,False,False,usable_answer_line
CT_0076_82K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81712,9,11.267299220897257,21874846208,23746052096,True,False,False,usable_answer_line
CT_0076_8K,CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8336,9,0.6127839190885425,8009718272,23746052096,True,False,False,usable_answer_line
CT_0077_16K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16466,11,1.272590234875679,9546716672,23746052096,True,False,False,usable_answer_line
CT_0077_32K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32692,11,2.900503165088594,12613976576,23746052096,True,False,False,usable_answer_line
CT_0077_4K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4280,11,0.3428555326536298,7245015552,23746052096,True,False,False,usable_answer_line
CT_0077_64K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65162,11,7.938158515840769,18747559424,23746052096,True,False,False,usable_answer_line
CT_0077_82K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81672,11,11.360996997915208,21867289088,23746052096,True,False,False,usable_answer_line
CT_0077_8K,CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8288,11,0.632604667916894,8000647680,23746052096,True,False,False,usable_answer_line
CT_0078_16K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16460,11,1.2563007716089487,9545681408,23746052096,True,False,False,usable_answer_line
CT_0078_32K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32665,11,2.90347202681005,12606926336,23746052096,True,False,False,usable_answer_line
CT_0078_4K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4287,11,0.3491521142423153,7246323712,23746052096,True,False,False,usable_answer_line
CT_0078_64K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65165,11,7.930006152018905,18748126720,23746052096,True,False,False,usable_answer_line
CT_0078_82K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81707,11,11.381823716685176,21873902080,23746052096,True,False,False,usable_answer_line
CT_0078_8K,CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8349,11,0.6369966380298138,8012174848,23746052096,True,False,False,usable_answer_line
CT_0079_16K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16474,11,1.2716846028342843,9548097024,23746052096,True,False,False,usable_answer_line
CT_0079_32K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32681,11,2.9015638660639524,12609949184,23746052096,True,False,False,usable_answer_line
CT_0079_4K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4269,11,0.34721222054213285,7242959872,23746052096,True,False,False,usable_answer_line
CT_0079_64K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65163,11,7.95165597461164,18747748864,23746052096,True,False,False,usable_answer_line
CT_0079_82K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81738,11,11.384643355384469,21880645120,23746052096,True,False,False,usable_answer_line
CT_0079_8K,CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8303,11,0.6274916753172874,8003482112,23746052096,True,False,False,usable_answer_line
CT_0080_16K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16412,11,1.260005109012127,9535758848,23746052096,True,False,False,usable_answer_line
CT_0080_32K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32682,11,2.9023242592811584,12610137600,23746052096,True,False,False,usable_answer_line
CT_0080_4K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4275,11,0.34591356199234724,7244081152,23746052096,True,False,False,usable_answer_line
CT_0080_64K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65206,11,7.9383062133565545,18755872256,23746052096,True,False,False,usable_answer_line
CT_0080_82K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81706,11,11.354595646262169,21873712640,23746052096,True,False,False,usable_answer_line
CT_0080_8K,CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8365,11,0.6290269643068314,8015197696,23746052096,True,False,False,usable_answer_line
CT_0081_16K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16439,11,1.2532294625416398,9540860416,23746052096,True,False,False,usable_answer_line
CT_0081_32K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32667,11,2.8998853620141745,12607304192,23746052096,True,False,False,usable_answer_line
CT_0081_4K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4247,11,0.3445240445435047,7239747584,23746052096,True,False,False,usable_answer_line
CT_0081_64K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65170,11,7.93724755756557,18749070848,23746052096,True,False,False,usable_answer_line
CT_0081_82K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81755,11,11.38837380334735,21883578880,23746052096,True,False,False,usable_answer_line
CT_0081_8K,CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8374,11,0.6384304640814662,8016897536,23746052096,True,False,False,usable_answer_line
CT_0082_16K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16388,9,1.2219215603545308,9531224576,23746052096,True,False,False,usable_answer_line
CT_0082_32K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32633,9,2.8462449442595243,12601107968,23746052096,True,False,False,usable_answer_line
CT_0082_4K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4282,9,0.3219167049974203,7245389312,23746052096,True,False,False,usable_answer_line
CT_0082_64K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65154,11,7.929106378927827,18746048000,23746052096,True,False,False,usable_answer_line
CT_0082_82K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81702,11,11.353749996982515,21872956928,23746052096,True,False,False,usable_answer_line
CT_0082_8K,CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8284,9,0.6043358827009797,7999891968,23746052096,True,False,False,usable_answer_line
CT_0083_16K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16485,9,1.2286804439499974,9549995520,20484980736,True,False,False,usable_answer_line
CT_0083_32K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32725,9,2.8638954078778625,12619496960,23746052096,True,False,False,usable_answer_line
CT_0083_4K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4269,9,0.32732539996504784,7242959872,23746052096,True,False,False,usable_answer_line
CT_0083_64K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65207,11,7.940898769535124,18756061696,23746052096,True,False,False,usable_answer_line
CT_0083_82K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81764,11,11.378946403972805,21885131264,23746052096,True,False,False,usable_answer_line
CT_0083_8K,CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8308,9,0.6069287788122892,8004426240,23746052096,True,False,False,usable_answer_line
CT_0084_16K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16461,10,1.236552681773901,9545854464,23746052096,True,False,False,usable_answer_line
CT_0084_32K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32645,11,2.902441719546914,12603147776,23746052096,True,False,False,usable_answer_line
CT_0084_4K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4294,11,0.33931397553533316,7247633920,23746052096,True,False,False,usable_answer_line
CT_0084_64K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65178,11,7.9352309666574,18750582272,23746052096,True,False,False,usable_answer_line
CT_0084_82K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81741,11,11.382589165121317,21881163264,23746052096,True,False,False,usable_answer_line
CT_0084_8K,CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8298,11,0.632652728818357,8002536960,23746052096,True,False,False,usable_answer_line
CT_0085_16K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16452,11,1.2590821348130703,9544301056,23746052096,True,False,False,usable_answer_line
CT_0085_32K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32674,11,2.902552865445614,12608626176,23746052096,True,False,False,usable_answer_line
CT_0085_4K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4290,11,0.35326314251869917,7246886400,23746052096,True,False,False,usable_answer_line
CT_0085_64K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65188,11,7.939136023633182,18752471552,23746052096,True,False,False,usable_answer_line
CT_0085_82K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81762,11,11.364085543900728,21884786176,23746052096,True,False,False,usable_answer_line
CT_0085_8K,CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8344,11,0.6331143705174327,8011229696,23746052096,True,False,False,usable_answer_line
CT_0086_16K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16453,9,1.2280056169256568,9544474112,23746052096,True,False,False,usable_answer_line
CT_0086_32K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32683,9,2.854156346991658,12611371520,23746052096,True,False,False,usable_answer_line
CT_0086_4K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4289,9,0.3204718120396137,7246699520,23746052096,True,False,False,usable_answer_line
CT_0086_64K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65167,9,7.863947081379592,18748504576,23746052096,True,False,False,usable_answer_line
CT_0086_82K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81690,9,11.292775234207511,21870689792,23746052096,True,False,False,usable_answer_line
CT_0086_8K,CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8326,9,0.6096098562702537,8007828992,23746052096,True,False,False,usable_answer_line
CT_0087_16K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16449,11,1.2580157341435552,9543783936,23746052096,True,False,False,usable_answer_line
CT_0087_32K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32678,11,2.8976013772189617,12609381888,23746052096,True,False,False,usable_answer_line
CT_0087_4K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4308,11,0.3492119014263153,7250749952,23746052096,True,False,False,usable_answer_line
CT_0087_64K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65156,11,7.933200962841511,18746425856,23746052096,True,False,False,usable_answer_line
CT_0087_82K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81687,11,11.38267204258591,21870123520,23746052096,True,False,False,usable_answer_line
CT_0087_8K,CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8368,11,0.6370574729517102,8015763968,23746052096,True,False,False,usable_answer_line
CT_0088_16K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16383,9,1.184639654122293,9530335744,23746052096,True,False,False,usable_answer_line
CT_0088_32K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32690,9,2.8532133270055056,12612607488,23746052096,True,False,False,usable_answer_line
CT_0088_4K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4243,9,0.3167973654344678,7238100992,23746052096,True,False,False,usable_answer_line
CT_0088_64K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65162,9,7.858038566075265,18747559424,23746052096,True,False,False,usable_answer_line
CT_0088_82K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81752,9,11.279968190006912,21883060736,23746052096,True,False,False,usable_answer_line
CT_0088_8K,CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8334,9,0.6133613428100944,8009340416,23746052096,True,False,False,usable_answer_line
CT_0089_16K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16441,11,1.2565757632255554,9541238272,23746052096,True,False,False,usable_answer_line
CT_0089_32K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32626,11,2.895522520877421,12600014336,23746052096,True,False,False,usable_answer_line
CT_0089_4K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4234,11,0.34280459117144346,7236419072,23746052096,True,False,False,usable_answer_line
CT_0089_64K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65122,11,7.924823194742203,18740000256,23746052096,True,False,False,usable_answer_line
CT_0089_82K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81768,11,11.389455305412412,21885821440,23746052096,True,False,False,usable_answer_line
CT_0089_8K,CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8316,11,0.6321368124336004,8005937664,23746052096,True,False,False,usable_answer_line
CT_0090_16K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16478,7,1.1960882609710097,9548787200,23746052096,True,False,False,usable_answer_line
CT_0090_32K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32756,7,2.8185212472453713,12624955904,23746052096,True,False,False,usable_answer_line
CT_0090_4K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4276,7,0.2942573921754956,7244268032,23746052096,True,False,False,usable_answer_line
CT_0090_64K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65189,7,7.790501358918846,18752660992,23746052096,True,False,False,usable_answer_line
CT_0090_82K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81717,7,11.200279167853296,21875791360,23746052096,True,False,False,usable_answer_line
CT_0090_8K,CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8407,7,0.584821636788547,8023134720,23746052096,True,False,False,usable_answer_line
CT_0091_16K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16554,9,1.2325043138116598,9562590720,23746052096,True,False,False,usable_answer_line
CT_0091_32K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32757,9,2.8589288471266627,12625075712,23746052096,True,False,False,usable_answer_line
CT_0091_4K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4359,9,0.32717494294047356,7259783168,23746052096,True,False,False,usable_answer_line
CT_0091_64K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65279,9,7.878739240579307,18769682944,23746052096,True,False,False,usable_answer_line
CT_0091_82K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81742,9,11.307439591735601,21881335296,23746052096,True,False,False,usable_answer_line
CT_0091_8K,CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8414,9,0.6096618054434657,8024456704,23746052096,True,False,False,usable_answer_line
CT_0092_16K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16501,8,1.2133022285997868,9552756224,23746052096,True,False,False,usable_answer_line
CT_0092_32K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32725,8,2.8368493681773543,12619496960,23746052096,True,False,False,usable_answer_line
CT_0092_4K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4325,8,0.3201637016609311,7253427200,23746052096,True,False,False,usable_answer_line
CT_0092_64K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65201,8,7.823084509931505,18754928128,23746052096,True,False,False,usable_answer_line
CT_0092_82K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81749,8,11.248036004602909,21882543616,23746052096,True,False,False,usable_answer_line
CT_0092_8K,CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8359,8,0.5935028363019228,8014064128,23746052096,True,False,False,usable_answer_line
CT_0093_16K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16460,8,1.2124449601396918,9545681408,23746052096,True,False,False,usable_answer_line
CT_0093_32K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32737,8,2.8356660855934024,12621420032,23746052096,True,False,False,usable_answer_line
CT_0093_4K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4321,8,0.3215471375733614,7252679680,23746052096,True,False,False,usable_answer_line
CT_0093_64K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65221,7,7.808172690682113,18759675392,23746052096,True,False,False,usable_answer_line
CT_0093_82K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81767,8,11.258902050554752,21885649408,23746052096,True,False,False,usable_answer_line
CT_0093_8K,CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8379,8,0.6088263895362616,8017842688,23746052096,True,False,False,usable_answer_line
CT_0094_16K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16498,7,1.1948821656405926,9552238080,23746052096,True,False,False,usable_answer_line
CT_0094_32K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32700,7,2.805503028444946,12615062016,23746052096,True,False,False,usable_answer_line
CT_0094_4K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4326,7,0.3096890989691019,7253614080,23746052096,True,False,False,usable_answer_line
CT_0094_64K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65214,7,7.786497567780316,18757383680,23746052096,True,False,False,usable_answer_line
CT_0094_82K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81677,7,11.191145922988653,21868234240,23746052096,True,False,False,usable_answer_line
CT_0094_8K,CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8382,7,0.5672072311863303,8018408960,23746052096,True,False,False,usable_answer_line
CT_0095_16K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16516,8,1.2161624617874622,9555411456,23746052096,True,False,False,usable_answer_line
CT_0095_32K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32737,8,2.842953648418188,12621420032,23746052096,True,False,False,usable_answer_line
CT_0095_4K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4344,8,0.3075407715514302,7256977920,23746052096,True,False,False,usable_answer_line
CT_0095_64K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65198,7,7.806428290903568,18754360832,23746052096,True,False,False,usable_answer_line
CT_0095_82K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81799,8,11.265954917296767,21891287552,23746052096,True,False,False,usable_answer_line
CT_0095_8K,CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8343,8,0.5967978201806545,8011041280,23746052096,True,False,False,usable_answer_line
CT_0096_16K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16457,7,1.1940885065123439,9545164288,23746052096,True,False,False,usable_answer_line
CT_0096_32K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32707,7,2.8184663159772754,12617013760,23746052096,True,False,False,usable_answer_line
CT_0096_4K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4290,7,0.2930753668770194,7246886400,23746052096,True,False,False,usable_answer_line
CT_0096_64K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65238,7,7.800935124978423,18762608128,23746052096,True,False,False,usable_answer_line
CT_0096_82K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81702,7,11.199755249544978,21872956928,23746052096,True,False,False,usable_answer_line
CT_0096_8K,CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8365,7,0.5850306786596775,8015197696,23746052096,True,False,False,usable_answer_line
CT_0097_16K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16516,7,1.198330383747816,9555411456,23746052096,True,False,False,usable_answer_line
CT_0097_32K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32809,7,2.849464031867683,12634136064,23746052096,True,False,False,usable_answer_line
CT_0097_4K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4355,7,0.3074545096606016,7259035648,23746052096,True,False,False,usable_answer_line
CT_0097_64K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65288,7,7.814133699052036,18771368448,23746052096,True,False,False,usable_answer_line
CT_0097_82K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81758,7,11.202910071238875,21884096000,23746052096,True,False,False,usable_answer_line
CT_0097_8K,CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8448,7,0.576803139410913,8030880256,23746052096,True,False,False,usable_answer_line
CT_0098_16K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16558,9,1.2323843203485012,9563346432,23746052096,True,False,False,usable_answer_line
CT_0098_32K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32787,9,2.8944413838908076,12629979648,23746052096,True,False,False,usable_answer_line
CT_0098_4K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4336,9,0.32502608001232147,7255482880,23746052096,True,False,False,usable_answer_line
CT_0098_64K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65255,7,7.810020032338798,18765541888,23746052096,True,False,False,usable_answer_line
CT_0098_82K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81755,9,11.288487104699016,21883578880,23746052096,True,False,False,usable_answer_line
CT_0098_8K,CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8459,9,0.6104565560817719,8032961024,23746052096,True,False,False,usable_answer_line
CT_0099_16K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,SUCCESS,16527,8,1.2163480669260025,9557490176,23746052096,True,False,False,usable_answer_line
CT_0099_32K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,SUCCESS,32762,8,2.8057308001443744,12625720832,13704888320,True,False,False,usable_answer_line
CT_0099_4K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,SUCCESS,4325,8,0.31394294649362564,7253427200,23746052096,True,False,False,usable_answer_line
CT_0099_64K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,SUCCESS,65257,8,7.840262743644416,18765886976,23746052096,True,False,False,usable_answer_line
CT_0099_82K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,SUCCESS,81679,8,11.219373458996415,21868612096,23746052096,True,False,False,usable_answer_line
CT_0099_8K,CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,SUCCESS,8390,8,0.600386144593358,8019922432,23746052096,True,False,False,usable_answer_line
