question_family_id,domain,question_type,state_sequence,inaccuracy_transition,hallucinatory_transition,grounded_transition,state_4K,state_8K,state_16K,state_32K,state_64K,state_82K
CT_0067,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0068,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0069,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0070,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0071,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0072,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0073,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY
CT_0074,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0075,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
CT_0076,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0077,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0078,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0079,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0080,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0081,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_32K,never_hallucinatory,first_grounded_at_32K,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0082,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0083,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_32K,never_hallucinatory,first_grounded_at_32K,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0084,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_8K,never_hallucinatory,first_grounded_at_8K,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0085,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0086,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0087,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
CT_0088,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0089,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0090,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0091,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0092,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0093,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
CT_0094,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0095,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
CT_0096,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0097,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0098,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
CT_0099,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0100,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY,first_inaccurate_at_82K,never_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY
CT_0101,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
CT_0102,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0103,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
CT_0104,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0105,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
CT_0106,CLINICAL_TRIALS,UNANSWERABLE,CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_8K,first_hallucinatory_at_8K,never_grounded,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0107,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0108,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0109,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0110,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0111,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0112,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0113,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0114,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0115,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0116,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0117,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0118,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0119,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0120,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0121,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0122,CLINICAL_TRIALS,UNANSWERABLE,CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_8K,first_hallucinatory_at_8K,never_grounded,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0123,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0124,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
CT_0125,CLINICAL_TRIALS,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0001,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0002,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0003,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0004,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_16K,never_hallucinatory,first_grounded_at_16K,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0005,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0006,FDA,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
FDA_0007,FDA,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0008,FDA,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0009,FDA,ENTITY_UNIT_BINDING,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0010,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT
