instance_id,question_family_id,domain,question_type,context_length_label,answerable,gold_answer,raw_output_text,parsed_answer,normalized_gold_answer,normalized_model_answer,answer_correct,abstention_correct,hallucination,error_type,matched_context_value,matched_distractor_type,grading_rule_used,needs_semantic_review,review_reason,input_tokens,generated_tokens_count,generation_latency_seconds
SEC_0002_16K,SEC_0002,SEC,DIRECT_RETRIEVAL,16K,True,"63,937,000,000",ANSWER: 63937000000,63937000000,63937000000.0,63937000000.0,True,True,False,CORRECT,63937000000.0,,answer_only_exact_match,False,,16453,9,1.226211892440915
CT_0019_8K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,2023-02-13,ANSWER: 2023-02-13,2023-02-13,2023-02-13,2023-02-13,True,True,False,CORRECT,2023-02-13,,answer_only_exact_match,False,,8366,11,0.6290606968104839
SEC_0001_16K,SEC_0001,SEC,DIRECT_RETRIEVAL,16K,True,"420,315,000,000",ANSWER: 420315000000,420315000000,420315000000.0,420315000000.0,True,True,False,CORRECT,420315000000.0,WRONG_PERIOD,answer_only_exact_match,False,,16474,9,1.2252920493483543
SEC_0014_16K,SEC_0014,SEC,RETRIEVAL_CALCULATION,16K,True,47.90%,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,47.9,INSUFFICIENT_EVIDENCE,False,False,False,UNNECESSARY_ABSTENTION,,,answerable_instance_unnecessary_abstention,False,,16436,10,1.2383027337491512
FRED_0017_4K,FRED_0017,FRED,TEMPORAL_VERSION,4K,True,"144,120",ANSWER: 144120.0,144120.0,144120.0,144120.0,True,True,False,CORRECT,144120.0,,answer_only_exact_match,False,,4296,9,0.3186094146221876
FRED_0022_8K,FRED_0022,FRED,UNANSWERABLE,8K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,8283,10,0.6220060978084803
CT_0004_4K,CT_0004,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,True,38,ANSWER: 38,38,38,38,True,True,False,CORRECT,38.0,,answer_only_exact_match,False,,4254,6,0.2839272730052471
FRED_0013_8K,FRED_0013,FRED,RETRIEVAL_CALCULATION,8K,True,1.38,ANSWER: 0.70,0.70,1.38,0.7,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8368,8,0.5941242128610611
CT_0002_8K,CT_0002,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,True,44,ANSWER: 44,44,44,44,True,True,False,CORRECT,44.0,,answer_only_exact_match,False,,8340,6,0.5726007996127009
FRED_0017_32K,FRED_0017,FRED,TEMPORAL_VERSION,32K,True,"144,120",ANSWER: 144328,144328,144120.0,144328.0,False,True,False,WRONG_VERSION,144328.0,WRONG_VERSION,answer_matches_context_distractor_value,False,,32610,7,2.7971319276839495
FRED_0013_16K,FRED_0013,FRED,RETRIEVAL_CALCULATION,16K,True,1.38,ANSWER: 0.07,0.07,1.38,0.07,False,True,False,CALCULATION_ERROR,0.07,,calculation_answer_matches_context_operand_or_value,False,,16442,8,1.2063556630164385
FRED_0019_8K,FRED_0019,FRED,TEMPORAL_VERSION,8K,True,3.700,ANSWER: 3.7,3.7,3.7,3.7,True,True,False,CORRECT,3.7,NEAR_MATCH_VALUE,answer_only_exact_match,False,,8268,8,0.582869783975184
CT_0005_4K,CT_0005,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,True,388,ANSWER: 388,388,388,388,True,True,False,CORRECT,388.0,,answer_only_exact_match,False,,4230,6,0.28029660880565643
SEC_0003_16K,SEC_0003,SEC,DIRECT_RETRIEVAL,16K,True,"281,724,000,000",ANSWER: 706413000000,706413000000,281724000000.0,706413000000.0,False,True,False,WRONG_ENTITY,706413000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,16457,9,1.2285584704950452
SEC_0004_64K,SEC_0004,SEC,DIRECT_RETRIEVAL,64K,True,"115,856,000,000",ANSWER: 115856000000,115856000000,115856000000.0,115856000000.0,True,True,False,CORRECT,115856000000.0,,answer_only_exact_match,False,,65311,9,7.876107421703637
FRED_0015_8K,FRED_0015,FRED,RETRIEVAL_CALCULATION,8K,True,0.20,ANSWER: 0.30,0.30,0.2,0.3,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8337,8,0.5946291936561465
CT_0024_32K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,32K,False,,ANSWER: 2025-07-17,2025-07-17,INSUFFICIENT_EVIDENCE,2025-07-17,False,False,True,FAILED_TO_ABSTAIN,2025-07-17,WRONG_FIELD,unanswerable_instance_factual_answer,False,,32690,11,2.8984887152910233
SEC_0007_64K,SEC_0007,SEC,ENTITY_UNIT_BINDING,64K,True,"14,527,000,000",ANSWER: 1377000000,1377000000,14527000000.0,1377000000.0,False,True,False,WRONG_ENTITY,1377000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,65289,9,7.87672979477793
SEC_0021_4K,SEC_0021,SEC,UNANSWERABLE,4K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,4281,10,0.34410716500133276
FRED_0016_4K,FRED_0016,FRED,RETRIEVAL_CALCULATION,4K,True,0.00%,ANSWER: 0.03,0.03,0.0,0.03,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4269,8,0.3186705131083727
SEC_0017_4K,SEC_0017,SEC,TEMPORAL_VERSION,4K,True,"-16,276,000,000",ANSWER: -16276000000.0,-16276000000.0,-16276000000.0,-16276000000.0,True,True,False,CORRECT,-16276000000.0,,answer_only_exact_match,False,,4214,11,0.3467613020911813
CT_0017_4K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,True,2018-04-25,ANSWER: 2018-04-25,2018-04-25,2018-04-25,2018-04-25,True,True,False,CORRECT,2018-04-25,,answer_only_exact_match,False,,4217,11,0.34680055268108845
SEC_0012_16K,SEC_0012,SEC,RETRIEVAL_CALCULATION,16K,True,20.68%,ANSWER: 11.30,11.30,20.68,11.3,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16520,8,1.2206995552405715
CT_0013_16K,CT_0013,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,16K,True,715,ANSWER: 109,109,715,109,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16503,6,1.181248807348311
CT_0023_64K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,64K,False,,ANSWER: 2017-07-21,2017-07-21,INSUFFICIENT_EVIDENCE,2017-07-21,False,False,True,FAILED_TO_ABSTAIN,2017-07-21,WRONG_FIELD,unanswerable_instance_factual_answer,False,,65137,11,7.919187070801854
FRED_0004_8K,FRED_0004,FRED,DIRECT_RETRIEVAL,8K,True,"20,985.448",ANSWER: 21933.217,21933.217,20985.448,21933.217,False,True,False,WRONG_UNIT,21933.217,WRONG_UNIT,answer_matches_context_distractor_value,False,,8336,9,0.6097841924056411
SEC_0004_32K,SEC_0004,SEC,DIRECT_RETRIEVAL,32K,True,"115,856,000,000",ANSWER: 83695000000.0,83695000000.0,115856000000.0,83695000000.0,False,True,False,WRONG_PERIOD,83695000000.0,WRONG_PERIOD,answer_matches_context_distractor_value,False,,32777,11,2.9390252688899636
CT_0012_16K,CT_0012,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,16K,True,"49,951",ANSWER: 1153,1153,49951,1153,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16446,7,1.1950201466679573
FRED_0004_4K,FRED_0004,FRED,DIRECT_RETRIEVAL,4K,True,"20,985.448",ANSWER: 22278.345,22278.345,20985.448,22278.345,False,True,False,WRONG_PERIOD,22278.345,WRONG_PERIOD,answer_matches_context_distractor_value,False,,4263,9,0.32387658581137657
CT_0019_16K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,True,2023-02-13,ANSWER: 2023-02-13,2023-02-13,2023-02-13,2023-02-13,True,True,False,CORRECT,2023-02-13,,answer_only_exact_match,False,,16478,11,1.2627451280131936
SEC_0019_8K,SEC_0019,SEC,TEMPORAL_VERSION,8K,True,"10,151,000,000",ANSWER: 10151000000.0,10151000000.0,10151000000.0,10151000000.0,True,True,False,CORRECT,10151000000.0,,answer_only_exact_match,False,,8331,11,0.6352633088827133
SEC_0023_32K,SEC_0023,SEC,UNANSWERABLE,32K,False,,ANSWER: 49750000000.,49750000000.,INSUFFICIENT_EVIDENCE,49750000000.,False,False,True,FAILED_TO_ABSTAIN,,,unanswerable_instance_factual_answer,False,,32703,10,2.8708195108920336
CT_0002_64K,CT_0002,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,True,44,ANSWER: 44,44,44,44,True,True,False,CORRECT,44.0,,answer_only_exact_match,False,,65140,6,7.737940837629139
SEC_0006_8K,SEC_0006,SEC,ENTITY_UNIT_BINDING,8K,True,"-492,000,000",ANSWER: -54002000000,-54002000000,-492000000.0,-54002000000.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8344,9,0.6100987046957016
SEC_0015_16K,SEC_0015,SEC,RETRIEVAL_CALCULATION,16K,True,4.22%,ANSWER: 0.00,0.00,4.22,0.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16439,8,1.2087094075977802
FRED_0015_32K,FRED_0015,FRED,RETRIEVAL_CALCULATION,32K,True,0.20,ANSWER: 0.10,0.10,0.2,0.1,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32608,8,2.821033364161849
SEC_0017_32K,SEC_0017,SEC,TEMPORAL_VERSION,32K,True,"-16,276,000,000",ANSWER: -2776000000,-2776000000,-16276000000.0,-2776000000.0,False,True,False,WRONG_ENTITY,-2776000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,32786,9,2.889726236462593
SEC_0020_32K,SEC_0020,SEC,TEMPORAL_VERSION,32K,True,"3,706,200,000",ANSWER: 3666500000.0,3666500000.0,3706200000.0,3666500000.0,False,True,False,WRONG_PERIOD,3666500000.0,WRONG_PERIOD,answer_matches_context_distractor_value,False,,32834,11,2.9419570779427886
FDA_0003_8K,FDA_0003,FDA,DIRECT_RETRIEVAL,8K,True,TABLET,ANSWER: TABLET,TABLET,tablet,tablet,True,True,False,CORRECT,TABLET,WRONG_ENTITY,answer_only_exact_match,False,,8266,6,0.5645758518949151
FDA_0023_32K,FDA_0023,FDA,UNANSWERABLE,32K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,32607,6,2.7780500976368785
CT_0017_8K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,2018-04-25,ANSWER: 2018-04-25,2018-04-25,2018-04-25,2018-04-25,True,True,False,CORRECT,2018-04-25,,answer_only_exact_match,False,,8299,11,0.6283288616687059
FRED_0008_4K,FRED_0008,FRED,ENTITY_UNIT_BINDING,4K,True,1.770,ANSWER: 1.77,1.77,1.77,1.77,True,True,False,CORRECT,1.77,,answer_only_exact_match,False,,4264,8,0.30960193183273077
FDA_0023_4K,FDA_0023,FDA,UNANSWERABLE,4K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,4236,6,0.29543390683829784
CT_0017_64K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,True,2018-04-25,ANSWER: 2018-04-25,2018-04-25,2018-04-25,2018-04-25,True,True,False,CORRECT,2018-04-25,,answer_only_exact_match,False,,65175,11,7.929610135033727
SEC_0024_32K,SEC_0024,SEC,UNANSWERABLE,32K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,32712,10,2.878514147363603
SEC_0006_32K,SEC_0006,SEC,ENTITY_UNIT_BINDING,32K,True,"-492,000,000",ANSWER: -11314000000.0,-11314000000.0,-492000000.0,-11314000000.0,False,True,False,WRONG_ENTITY,-11314000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,32745,11,2.903833252377808
FDA_0012_16K,FDA_0012,FDA,RETRIEVAL_CALCULATION,16K,True,3,ANSWER: 6,6,3,6,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16390,6,1.19013352971524
FRED_0012_64K,FRED_0012,FRED,RETRIEVAL_CALCULATION,64K,True,0.00%,ANSWER: 0.00,0.00,0.0,0.0,True,True,False,CORRECT,,,answer_only_exact_match,False,,64969,8,7.788027452304959
FDA_0004_64K,FDA_0004,FDA,DIRECT_RETRIEVAL,64K,True,"TABLET, CHEWABLE","ANSWER: TABLET, CHEWABLE","TABLET, CHEWABLE","tablet, chewable","tablet, chewable",True,True,False,CORRECT,"TABLET, CHEWABLE",WRONG_ENTITY,answer_only_exact_match,False,,65049,10,7.8708687806501985
FRED_0019_64K,FRED_0019,FRED,TEMPORAL_VERSION,64K,True,3.700,ANSWER: 3.6,3.6,3.7,3.6,False,True,False,WRONG_PERIOD,3.6,WRONG_PERIOD,answer_matches_context_distractor_value,False,,64903,8,7.78030270151794
FDA_0016_4K,FDA_0016,FDA,RETRIEVAL_CALCULATION,4K,True,8.9286,ANSWER: 0.7500,0.7500,8.9286,0.75,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4302,9,0.3261787975206971
CT_0016_8K,CT_0016,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,8K,True,22,ANSWER: 1047,1047,22,1047,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8332,7,0.58857611566782
CT_0022_32K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,32K,False,,ANSWER: 2018-05-24,2018-05-24,INSUFFICIENT_EVIDENCE,2018-05-24,False,False,True,FAILED_TO_ABSTAIN,2018-05-24,WRONG_FIELD,unanswerable_instance_factual_answer,False,,32703,11,2.9013207042589784
CT_0007_64K,CT_0007,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,True,PLACEBO_COMPARATOR,ANSWER: PLACEBO_COMPARATOR,PLACEBO_COMPARATOR,placebo_comparator,placebo_comparator,True,True,False,CORRECT,PLACEBO_COMPARATOR,WRONG_ENTITY,answer_only_exact_match,False,,65228,9,7.8777953907847404
SEC_0012_64K,SEC_0012,SEC,RETRIEVAL_CALCULATION,64K,True,20.68%,ANSWER: 0.00,0.00,20.68,0.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65290,8,7.855984148569405
FRED_0007_8K,FRED_0007,FRED,ENTITY_UNIT_BINDING,8K,True,3.260,ANSWER: 3.52,3.52,3.26,3.52,False,True,False,WRONG_SERIES_VARIANT,3.52,WRONG_SERIES_VARIANT,answer_matches_context_distractor_value,False,,8283,8,0.5949131902307272
CT_0004_64K,CT_0004,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,True,38,ANSWER: 38,38,38,38,True,True,False,CORRECT,38.0,,answer_only_exact_match,False,,65184,6,7.756513382308185
FDA_0011_8K,FDA_0011,FDA,RETRIEVAL_CALCULATION,8K,True,2,ANSWER: 2,2,2,2,True,True,False,CORRECT,,,answer_only_exact_match,False,,8293,6,0.5698761949315667
FDA_0004_8K,FDA_0004,FDA,DIRECT_RETRIEVAL,8K,True,"TABLET, CHEWABLE","ANSWER: TABLET, CHEWABLE","TABLET, CHEWABLE","tablet, chewable","tablet, chewable",True,True,False,CORRECT,"TABLET, CHEWABLE",,answer_only_exact_match,False,,8325,10,0.6221638573333621
FRED_0009_32K,FRED_0009,FRED,ENTITY_UNIT_BINDING,32K,True,"21,967.045",ANSWER: 17035.114,17035.114,21967.045,17035.114,False,True,False,WRONG_PERIOD,17035.114,WRONG_PERIOD,answer_matches_context_distractor_value,False,,32613,9,2.8562367986887693
FRED_0003_32K,FRED_0003,FRED,DIRECT_RETRIEVAL,32K,True,298.786,ANSWER: 298.708,298.708,298.786,298.708,False,True,False,WRONG_VERSION,298.708,WRONG_VERSION,answer_matches_context_distractor_value,False,,32659,8,2.8293115692213178
SEC_0004_16K,SEC_0004,SEC,DIRECT_RETRIEVAL,16K,True,"115,856,000,000",ANSWER: 115856000000,115856000000,115856000000.0,115856000000.0,True,True,False,CORRECT,115856000000.0,,answer_only_exact_match,False,,16508,9,1.228843616321683
SEC_0016_32K,SEC_0016,SEC,RETRIEVAL_CALCULATION,32K,True,-6.84%,ANSWER: -15.00,-15.00,-6.84,-15.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32807,8,2.8729891469702125
SEC_0011_64K,SEC_0011,SEC,RETRIEVAL_CALCULATION,64K,True,5.30%,ANSWER: 0.03,0.03,5.3,0.03,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65338,8,7.84930769354105
FDA_0025_16K,FDA_0025,FDA,UNANSWERABLE,16K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,16422,6,1.1777352206408978
FRED_0014_64K,FRED_0014,FRED,RETRIEVAL_CALCULATION,64K,True,-0.80,ANSWER: 0.07,0.07,-0.8,0.07,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,64945,8,7.7813679706305265
CT_0016_64K,CT_0016,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,64K,True,22,ANSWER: 1733,1733,22,1733,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65112,7,7.7781399236992
SEC_0025_64K,SEC_0025,SEC,UNANSWERABLE,64K,False,,ANSWER: 15702000000.0,15702000000.0,INSUFFICIENT_EVIDENCE,15702000000.0,False,False,True,FAILED_TO_ABSTAIN,15702000000.0,WRONG_FIELD,unanswerable_instance_factual_answer,False,,65285,11,7.9599378714337945
CT_0005_8K,CT_0005,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,True,388,ANSWER: 388,388,388,388,True,True,False,CORRECT,388.0,,answer_only_exact_match,False,,8353,6,0.567122501321137
SEC_0016_4K,SEC_0016,SEC,RETRIEVAL_CALCULATION,4K,True,-6.84%,ANSWER: 0.00,0.00,-6.84,0.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4264,8,0.3147271377965808
FDA_0010_32K,FDA_0010,FDA,RETRIEVAL_CALCULATION,32K,True,2,ANSWER: 2,2,2,2,True,True,False,CORRECT,,,answer_only_exact_match,False,,32588,6,2.77628309186548
SEC_0012_4K,SEC_0012,SEC,RETRIEVAL_CALCULATION,4K,True,20.68%,ANSWER: 16.00,16.00,20.68,16.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4217,8,0.3088903157040477
SEC_0023_16K,SEC_0023,SEC,UNANSWERABLE,16K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,16508,10,1.24612947832793
FRED_0025_8K,FRED_0025,FRED,UNANSWERABLE,8K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,8310,10,0.6192848365753889
FDA_0005_32K,FDA_0005,FDA,DIRECT_RETRIEVAL,32K,True,CAPSULE,ANSWER: CAPSULE,CAPSULE,capsule,capsule,True,True,False,CORRECT,CAPSULE,WRONG_ENTITY,answer_only_exact_match,False,,32646,7,2.809627240523696
FDA_0017_4K,FDA_0017,FDA,RETRIEVAL_CALCULATION,4K,True,2.0000,ANSWER: 0.4,0.4,2.0,0.4,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4287,8,0.31095438078045845
CT_0008_16K,CT_0008,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,True,EXPERIMENTAL,ANSWER: EXPERIMENTAL,EXPERIMENTAL,experimental,experimental,True,True,False,CORRECT,EXPERIMENTAL,WRONG_ENTITY,answer_only_exact_match,False,,16482,7,1.1996801411733031
FDA_0007_4K,FDA_0007,FDA,ENTITY_UNIT_BINDING,4K,True,0.3MG,ANSWER: 0.3MG,0.3MG,0.3mg,0.3mg,True,True,False,CORRECT,0.3MG,,answer_only_exact_match,False,,4238,9,0.32421619817614555
CT_0016_4K,CT_0016,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,4K,True,22,ANSWER: -64,-64,22,-64,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4279,6,0.2929848497733474
SEC_0014_4K,SEC_0014,SEC,RETRIEVAL_CALCULATION,4K,True,47.90%,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,47.9,INSUFFICIENT_EVIDENCE,False,False,False,UNNECESSARY_ABSTENTION,,,answerable_instance_unnecessary_abstention,False,,4284,10,0.33757627103477716
SEC_0010_8K,SEC_0010,SEC,RETRIEVAL_CALCULATION,8K,True,27.84%,ANSWER: 11.11,11.11,27.84,11.11,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8380,8,0.601375469006598
CT_0010_4K,CT_0010,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,4K,True,80,ANSWER: 80,80,80,80,True,True,False,CORRECT,,,answer_only_exact_match,False,,4275,6,0.2826372878625989
SEC_0017_8K,SEC_0017,SEC,TEMPORAL_VERSION,8K,True,"-16,276,000,000",ANSWER: 20505000000,20505000000,-16276000000.0,20505000000.0,False,True,False,WRONG_FIELD,20505000000.0,WRONG_FIELD,answer_matches_context_distractor_value,False,,8372,9,0.6151146600022912
FRED_0020_8K,FRED_0020,FRED,TEMPORAL_VERSION,8K,True,"19,478.893",ANSWER: 19478.893,19478.893,19478.893,19478.893,True,True,False,CORRECT,19478.893,,answer_only_exact_match,False,,8352,9,0.6038627168163657
FDA_0004_16K,FDA_0004,FDA,DIRECT_RETRIEVAL,16K,True,"TABLET, CHEWABLE",ANSWER: TABLET,TABLET,"tablet, chewable",tablet,False,True,False,WRONG_ENTITY,TABLET,WRONG_ENTITY,answer_matches_context_distractor_value,False,,16404,6,1.1784472381696105
FRED_0007_16K,FRED_0007,FRED,ENTITY_UNIT_BINDING,16K,True,3.260,ANSWER: 3.26,3.26,3.26,3.26,True,True,False,CORRECT,3.26,,answer_only_exact_match,False,,16421,8,1.2096552671864629
FDA_0001_64K,FDA_0001,FDA,DIRECT_RETRIEVAL,64K,True,TABLET,ANSWER: TABLET,TABLET,tablet,tablet,True,True,False,CORRECT,TABLET,WRONG_ENTITY,answer_only_exact_match,False,,65011,6,7.71620570961386
FRED_0024_64K,FRED_0024,FRED,UNANSWERABLE,64K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,64975,10,7.868732147850096
FRED_0011_8K,FRED_0011,FRED,RETRIEVAL_CALCULATION,8K,True,-0.42%,ANSWER: 0.03,0.03,-0.42,0.03,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8351,8,0.5972541645169258
CT_0020_64K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,True,2018-11-26,ANSWER: 2022-02-14,2022-02-14,2018-11-26,2022-02-14,False,True,False,WRONG_FIELD,2022-02-14,WRONG_FIELD,answer_matches_context_distractor_value,False,,65133,11,7.929737185128033
FDA_0019_64K,FDA_0019,FDA,TEMPORAL_VERSION,64K,True,1996-01-29,ANSWER: 1997-01-13,1997-01-13,1996-01-29,1997-01-13,False,True,False,WRONG_PERIOD,1997-01-13,WRONG_PERIOD,answer_matches_context_distractor_value,False,,65022,11,7.911430855281651
FDA_0013_16K,FDA_0013,FDA,RETRIEVAL_CALCULATION,16K,True,5,ANSWER: 9,9,5,9,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16401,6,1.1775333089753985
CT_0009_8K,CT_0009,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,ACTIVE_COMPARATOR,ANSWER: ACTIVE_COMPARATOR,ACTIVE_COMPARATOR,active_comparator,active_comparator,True,True,False,CORRECT,ACTIVE_COMPARATOR,WRONG_ENTITY,answer_only_exact_match,False,,8389,8,0.5993916131556034
FRED_0014_16K,FRED_0014,FRED,RETRIEVAL_CALCULATION,16K,True,-0.80,ANSWER: 3.53,3.53,-0.8,3.53,False,True,False,CALCULATION_ERROR,3.53,,calculation_answer_matches_context_operand_or_value,False,,16458,8,1.2128692017868161
CT_0007_8K,CT_0007,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,PLACEBO_COMPARATOR,ANSWER: PLACEBO_COMPARATOR,PLACEBO_COMPARATOR,placebo_comparator,placebo_comparator,True,True,False,CORRECT,PLACEBO_COMPARATOR,WRONG_ENTITY,answer_only_exact_match,False,,8367,9,0.6054944572970271
FDA_0009_32K,FDA_0009,FDA,ENTITY_UNIT_BINDING,32K,True,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",ANSWER: 0.088MG,0.088MG,"0.088mg**seecurrentannualedition,1.8descriptionofspecialsituations,levothyroxinesodium",0.088mg,False,True,False,WRONG_ENTITY,0.088MG,WRONG_ENTITY,answer_matches_context_distractor_value,False,,32641,9,2.854169487953186
FRED_0004_16K,FRED_0004,FRED,DIRECT_RETRIEVAL,16K,True,"20,985.448",ANSWER: 19202.31,19202.31,20985.448,19202.31,False,True,False,WRONG_VERSION,19202.31,WRONG_VERSION,answer_matches_context_distractor_value,False,,16379,9,1.180103363469243
SEC_0022_64K,SEC_0022,SEC,UNANSWERABLE,64K,False,,ANSWER: 4353000000.0,4353000000.0,INSUFFICIENT_EVIDENCE,4353000000.0,False,False,True,FAILED_TO_ABSTAIN,4353000000.0,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,65248,11,7.955192140303552
FDA_0015_4K,FDA_0015,FDA,RETRIEVAL_CALCULATION,4K,True,2.0000,ANSWER: 0.1600,0.1600,2.0,0.16,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4274,9,0.3325443649664521
FRED_0001_32K,FRED_0001,FRED,DIRECT_RETRIEVAL,32K,True,"150,895",ANSWER: 150840,150840,150895.0,150840.0,False,True,False,WRONG_VERSION,150840.0,WRONG_VERSION,answer_matches_context_distractor_value,False,,32584,7,2.803690232336521
FDA_0002_4K,FDA_0002,FDA,DIRECT_RETRIEVAL,4K,True,TABLET,ANSWER: TABLET,TABLET,tablet,tablet,True,True,False,CORRECT,TABLET,WRONG_ENTITY,answer_only_exact_match,False,,4284,6,0.2927948394790292
SEC_0006_4K,SEC_0006,SEC,ENTITY_UNIT_BINDING,4K,True,"-492,000,000",ANSWER: -492000000.0,-492000000.0,-492000000.0,-492000000.0,True,True,False,CORRECT,-492000000.0,NEAR_MATCH_VALUE,answer_only_exact_match,False,,4310,10,0.33882173988968134
