instance_id,question_family_id,context_length_label,domain,question_type,answerable,generated_tokens_count,hit_max_new_tokens_512,strict_json_valid,recovery_success,usable_structured_output,format_failure,output_truncated,degenerate_output,malformed_output_pattern,recovery_method,parse_confidence,parse_failure_reason,raw_output_chars
FRED_0006_64K,FRED_0006,64K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,870
SEC_0018_8K,SEC_0018,8K,SEC,TEMPORAL_VERSION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,92
SEC_0007_16K,SEC_0007,16K,SEC,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,915
FRED_0022_32K,FRED_0022,32K,FRED,UNANSWERABLE,False,26,False,True,False,True,False,False,False,valid_json,,strict,,82
SEC_0003_16K,SEC_0003,16K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,823
CT_0015_4K,CT_0015,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,93
FRED_0017_8K,FRED_0017,8K,FRED,TEMPORAL_VERSION,True,34,False,True,False,True,False,False,False,valid_json,,strict,,101
CT_0014_64K,CT_0014,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,24,False,True,False,True,False,False,False,valid_json,,strict,,80
FRED_0006_4K,FRED_0006,4K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,887
SEC_0006_64K,SEC_0006,64K,SEC,ENTITY_UNIT_BINDING,True,31,False,True,False,True,False,False,False,valid_json,,strict,,93
CT_0009_64K,CT_0009,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,27,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0002_16K,SEC_0002,16K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1036
SEC_0025_16K,SEC_0025,16K,SEC,UNANSWERABLE,False,57,False,True,False,True,False,False,False,valid_json,,strict,,141
CT_0010_4K,CT_0010,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,33,False,True,False,True,False,False,False,valid_json,,strict,,94
FRED_0020_32K,FRED_0020,32K,FRED,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,749
FDA_0019_16K,FDA_0019,16K,FDA,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,807
FDA_0003_32K,FDA_0003,32K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,971
SEC_0018_64K,SEC_0018,64K,SEC,TEMPORAL_VERSION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,92
FRED_0013_16K,FRED_0013,16K,FRED,RETRIEVAL_CALCULATION,True,56,False,True,False,True,False,False,False,valid_json,,strict,,140
CT_0025_32K,CT_0025,32K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,911
FRED_0011_4K,FRED_0011,4K,FRED,RETRIEVAL_CALCULATION,True,40,False,True,False,True,False,False,False,valid_json,,strict,,111
CT_0006_8K,CT_0006,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,911
FDA_0016_16K,FDA_0016,16K,FDA,RETRIEVAL_CALCULATION,True,36,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0024_4K,SEC_0024,4K,SEC,UNANSWERABLE,False,26,False,True,False,True,False,False,False,valid_json,,strict,,91
FRED_0010_8K,FRED_0010,8K,FRED,RETRIEVAL_CALCULATION,True,39,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0001_64K,CT_0001,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1239
FRED_0002_16K,FRED_0002,16K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,990
FDA_0003_64K,FDA_0003,64K,FDA,DIRECT_RETRIEVAL,True,27,False,True,False,True,False,False,False,valid_json,,strict,,85
FDA_0006_32K,FDA_0006,32K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,935
FDA_0018_16K,FDA_0018,16K,FDA,TEMPORAL_VERSION,True,54,False,True,False,True,False,False,False,valid_json,,strict,,131
CT_0007_64K,CT_0007,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,26,False,True,False,True,False,False,False,valid_json,,strict,,95
FRED_0020_4K,FRED_0020,4K,FRED,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1028
SEC_0017_16K,SEC_0017,16K,SEC,TEMPORAL_VERSION,True,98,False,True,False,True,False,False,False,valid_json,,strict,,219
FRED_0016_16K,FRED_0016,16K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0015_64K,SEC_0015,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,915
FDA_0020_32K,FDA_0020,32K,FDA,TEMPORAL_VERSION,True,32,False,True,False,True,False,False,False,valid_json,,strict,,89
CT_0017_16K,CT_0017,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1032
FDA_0007_8K,FDA_0007,8K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,912
CT_0011_16K,CT_0011,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,32,False,True,False,True,False,False,False,valid_json,,strict,,96
FRED_0007_32K,FRED_0007,32K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,668
FDA_0008_32K,FDA_0008,32K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,873
CT_0023_64K,CT_0023,64K,CLINICAL_TRIALS,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,87
FRED_0022_64K,FRED_0022,64K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
FDA_0013_32K,FDA_0013,32K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,905
FDA_0021_32K,FDA_0021,32K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,964
SEC_0025_8K,SEC_0025,8K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1031
SEC_0011_4K,SEC_0011,4K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,869
SEC_0009_64K,SEC_0009,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,902
FDA_0004_8K,FDA_0004,8K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
FDA_0001_8K,FDA_0001,8K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,821
CT_0012_4K,CT_0012,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
FDA_0005_16K,FDA_0005,16K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,861
SEC_0024_8K,SEC_0024,8K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,865
FDA_0015_4K,FDA_0015,4K,FDA,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,94
FDA_0011_64K,FDA_0011,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,809
CT_0012_16K,CT_0012,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
FDA_0010_8K,FDA_0010,8K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1018
FDA_0007_64K,FDA_0007,64K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,813
FRED_0008_64K,FRED_0008,64K,FRED,ENTITY_UNIT_BINDING,True,26,False,True,False,True,False,False,False,valid_json,,strict,,83
FDA_0006_4K,FDA_0006,4K,FDA,ENTITY_UNIT_BINDING,True,54,False,True,False,True,False,False,False,valid_json,,strict,,139
FRED_0016_32K,FRED_0016,32K,FRED,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0016_16K,SEC_0016,16K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1038
FDA_0011_8K,FDA_0011,8K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,936
FRED_0003_64K,FRED_0003,64K,FRED,DIRECT_RETRIEVAL,True,43,False,True,False,True,False,False,False,valid_json,,strict,,114
SEC_0001_8K,SEC_0001,8K,SEC,DIRECT_RETRIEVAL,True,38,False,True,False,True,False,False,False,valid_json,,strict,,107
FRED_0014_4K,FRED_0014,4K,FRED,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,94
SEC_0018_4K,SEC_0018,4K,SEC,TEMPORAL_VERSION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,92
FDA_0006_64K,FDA_0006,64K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,812
FDA_0023_64K,FDA_0023,64K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
CT_0010_64K,CT_0010,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,94
FRED_0015_4K,FRED_0015,4K,FRED,RETRIEVAL_CALCULATION,True,33,False,True,False,True,False,False,False,valid_json,,strict,,94
SEC_0025_4K,SEC_0025,4K,SEC,UNANSWERABLE,False,30,False,True,False,True,False,False,False,valid_json,,strict,,99
FRED_0021_32K,FRED_0021,32K,FRED,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,83
FDA_0020_8K,FDA_0020,8K,FDA,TEMPORAL_VERSION,True,45,False,True,False,True,False,False,False,valid_json,,strict,,117
CT_0024_64K,CT_0024,64K,CLINICAL_TRIALS,UNANSWERABLE,False,30,False,True,False,True,False,False,False,valid_json,,strict,,89
CT_0021_8K,CT_0021,8K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,912
CT_0021_16K,CT_0021,16K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1038
FRED_0018_4K,FRED_0018,4K,FRED,TEMPORAL_VERSION,True,24,False,True,False,True,False,False,False,valid_json,,strict,,80
FDA_0010_4K,FDA_0010,4K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,916
FRED_0006_8K,FRED_0006,8K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,747
FRED_0006_32K,FRED_0006,32K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,840
FDA_0025_16K,FDA_0025,16K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1206
SEC_0024_16K,SEC_0024,16K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,986
SEC_0016_4K,SEC_0016,4K,SEC,RETRIEVAL_CALCULATION,True,52,False,True,False,True,False,False,False,valid_json,,strict,,138
CT_0024_32K,CT_0024,32K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
FDA_0013_8K,FDA_0013,8K,FDA,RETRIEVAL_CALCULATION,True,135,False,True,False,True,False,False,False,valid_json,,strict,,275
FDA_0022_32K,FDA_0022,32K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,817
FDA_0017_8K,FDA_0017,8K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,906
CT_0023_32K,CT_0023,32K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,907
SEC_0022_64K,SEC_0022,64K,SEC,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,92
FRED_0014_8K,FRED_0014,8K,FRED,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,95
CT_0020_8K,CT_0020,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,858
FDA_0002_8K,FDA_0002,8K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,883
SEC_0012_8K,SEC_0012,8K,SEC,RETRIEVAL_CALCULATION,True,217,False,False,False,False,True,False,False,unknown_malformed_json,,none,no unambiguous complete response object with all required fields,433
FDA_0014_8K,FDA_0014,8K,FDA,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,97
FRED_0007_64K,FRED_0007,64K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,822
CT_0002_64K,CT_0002,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,23,False,True,False,True,False,False,False,valid_json,,strict,,79
FDA_0021_4K,FDA_0021,4K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,961
CT_0005_8K,CT_0005,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1081
FRED_0002_4K,FRED_0002,4K,FRED,DIRECT_RETRIEVAL,True,42,False,True,False,True,False,False,False,valid_json,,strict,,115
CT_0003_32K,CT_0003,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,937
CT_0018_8K,CT_0018,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
FRED_0010_16K,FRED_0010,16K,FRED,RETRIEVAL_CALCULATION,True,39,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0024_8K,CT_0024,8K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,922
FRED_0016_8K,FRED_0016,8K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0022_16K,SEC_0022,16K,SEC,UNANSWERABLE,False,98,False,False,False,False,True,False,False,unknown_malformed_json,,none,no unambiguous complete response object with all required fields,223
FDA_0025_32K,FDA_0025,32K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1206
FRED_0005_4K,FRED_0005,4K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,902
FRED_0024_4K,FRED_0024,4K,FRED,UNANSWERABLE,False,29,False,True,False,True,False,False,False,valid_json,,strict,,99
FRED_0023_4K,FRED_0023,4K,FRED,UNANSWERABLE,False,26,False,True,False,True,False,False,False,valid_json,,strict,,87
FRED_0007_8K,FRED_0007,8K,FRED,ENTITY_UNIT_BINDING,True,77,False,True,False,True,False,False,False,valid_json,,strict,,166
CT_0008_16K,CT_0008,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,864
FRED_0005_32K,FRED_0005,32K,FRED,DIRECT_RETRIEVAL,True,183,False,True,False,True,False,False,False,valid_json,,strict,,360
FDA_0014_16K,FDA_0014,16K,FDA,RETRIEVAL_CALCULATION,True,38,False,True,False,True,False,False,False,valid_json,,strict,,99
CT_0014_8K,CT_0014,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
FRED_0010_32K,FRED_0010,32K,FRED,RETRIEVAL_CALCULATION,True,36,False,True,False,True,False,False,False,valid_json,,strict,,97
FDA_0022_64K,FDA_0022,64K,FDA,UNANSWERABLE,False,52,False,True,False,True,False,False,False,valid_json,,strict,,125
FRED_0017_4K,FRED_0017,4K,FRED,TEMPORAL_VERSION,True,27,False,True,False,True,False,False,False,valid_json,,strict,,87
FDA_0014_32K,FDA_0014,32K,FDA,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,99
CT_0002_16K,CT_0002,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,871
SEC_0012_32K,SEC_0012,32K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,696
CT_0006_16K,CT_0006,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,902
FRED_0005_64K,FRED_0005,64K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,959
SEC_0002_8K,SEC_0002,8K,SEC,DIRECT_RETRIEVAL,True,45,False,True,False,True,False,False,False,valid_json,,strict,,120
FRED_0003_32K,FRED_0003,32K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1021
SEC_0019_32K,SEC_0019,32K,SEC,TEMPORAL_VERSION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,92
FDA_0007_32K,FDA_0007,32K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,818
FRED_0015_64K,FRED_0015,64K,FRED,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,98
CT_0002_32K,CT_0002,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,814
CT_0017_4K,CT_0017,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,953
FDA_0006_16K,FDA_0006,16K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,956
SEC_0005_8K,SEC_0005,8K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,839
SEC_0017_32K,SEC_0017,32K,SEC,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1083
SEC_0005_32K,SEC_0005,32K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
SEC_0009_32K,SEC_0009,32K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,925
CT_0004_16K,CT_0004,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,803
SEC_0014_8K,SEC_0014,8K,SEC,RETRIEVAL_CALCULATION,True,80,False,True,False,True,False,False,False,valid_json,,strict,,189
SEC_0024_32K,SEC_0024,32K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1035
CT_0005_16K,CT_0005,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,898
CT_0016_8K,CT_0016,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,39,False,True,False,True,False,False,False,valid_json,,strict,,117
FRED_0013_64K,FRED_0013,64K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,99
CT_0006_32K,CT_0006,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,28,False,True,False,True,False,False,False,valid_json,,strict,,96
SEC_0011_64K,SEC_0011,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1028
FDA_0012_64K,FDA_0012,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,906
SEC_0004_8K,SEC_0004,8K,SEC,DIRECT_RETRIEVAL,True,47,False,True,False,True,False,False,False,valid_json,,strict,,118
FRED_0017_16K,FRED_0017,16K,FRED,TEMPORAL_VERSION,True,43,False,True,False,True,False,False,False,valid_json,,strict,,115
FRED_0019_16K,FRED_0019,16K,FRED,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,943
CT_0018_16K,CT_0018,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1239
FDA_0013_64K,FDA_0013,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,905
FRED_0021_8K,FRED_0021,8K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,924
FDA_0025_8K,FDA_0025,8K,FDA,UNANSWERABLE,False,38,False,True,False,True,False,False,False,valid_json,,strict,,111
FRED_0019_4K,FRED_0019,4K,FRED,TEMPORAL_VERSION,True,27,False,True,False,True,False,False,False,valid_json,,strict,,82
SEC_0025_32K,SEC_0025,32K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,858
SEC_0015_4K,SEC_0015,4K,SEC,RETRIEVAL_CALCULATION,True,70,False,True,False,True,False,False,False,valid_json,,strict,,167
CT_0016_4K,CT_0016,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,39,False,True,False,True,False,False,False,valid_json,,strict,,117
SEC_0025_64K,SEC_0025,64K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,821
CT_0015_8K,CT_0015,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1205
FDA_0016_8K,FDA_0016,8K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,971
